Unnamed: 0,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
122,5,Bai Ganyo At The Prague Exhibition Bul,20,"— Туй какво е, грозде ли е? Браво! Гледай! Я дайте една чепчица. Мм! Хубаво! Браво! Любознателността го караше да се запознава по този начин със закуските ни, с коняка ни, с табакерите ни.","“What’s that there; is it grapes? Bravo! Lookit, give a teensy little bunch over here! Mmmmm! Tasty! Bravo!” His curiosity drove him to acquaint himself in asimilar fashion with our food, our cognac, and our tobacco.","""What's that, grapes? Well done! Look! Give me a little bit. Mm! Nice! Well done!"" Curiosity made him get acquainted with our snacks, our cognac, our snuff boxes in this way.""","— What's this, is it grapes? Bravo! Look! Give me a little bunch. Mmm! Good! Bravo! Curiosity drove him to acquaint himself in this manner with our snacks, our cognac, and our cigarette cases.","— What is this, is it grapes? Bravo! Look! Give me a little bunch. Mmm! Nice! Bravo! His curiosity drove him to get acquainted in this way with our breakfasts, our brandy, and our cigarette cases.",0.79586905,0.9121199,0.88109267
123,5,Bai Ganyo At The Prague Exhibition Bul,21,"— Тази табакера дали е от кавказко сребро? — любопитствува бай Ганьо, като вижда едного от нас, че се готви да запуши.","“That tobacco case there, is it made of silver from the Caucasus?” Bai Ganyo inquired as soon as he saw one of us preparing to light a cigarette.","""Is this cigarette case made of Caucasian silver?"" asks Bai Ganyo, curious, seeing one of us about to put the plug back in.","— ""Is that cigarette case made of Caucasian silver?"" Bay Ganyo inquired curiously, seeing one of us preparing to light up.","— Is this cigarette case made of Caucasian silver? — asked Bay Ganyo curiously, seeing one of us preparing to light up.",0.8246977,0.82673717,0.8367531
124,5,Bai Ganyo At The Prague Exhibition Bul,22,"— Не е, виенска направа е! — отговаря притежателят.","“No, it isn’t; it’s made in Vienna,” answered the owner of the tobacco case.","""No, it's a Viennese creation!"" replies the owner.","— It isn't, it's of Viennese make! — the owner replies.",— It isn’t; it’s Viennese-made! — replies the owner.,0.6577785,0.67503756,0.66735244
125,5,Bai Ganyo At The Prague Exhibition Bul,23,"— Тъй ли? Я дай да я видя. Ц... ц... ц! Гледай! И тютюн има, български, нали? Браво! Я чакай да завъртя една цигарка. Аз си имам цигарени книжки, ако ви потрябват — тук съм!","“Is that so? Let me see it. Goodness me! And look, it has tobacco in it, too! It’s Bulgarian, isn’t it? Bravo! Hang on; just let me roll myself a cigarette. I’ve got cigarette papers. If anyone needs any, just ask—I’m here!”","""Is that so? Let me see it. T... t... t! Look! There's tobacco, Bulgarian, right? Bravo! Wait a minute, let me roll a cigarette. I have cigarette papers, if you need them — I'm here!""","— Is that so? Let me see it. Tsk, tsk, tsk! Look at that! And there’s tobacco, too—Bulgarian, isn’t it? Bravo! Wait, let me roll a cigarette. I have cigarette papers; if you ever need any, I’m right here!","— Is that so? Come on, let me see it. Tsk... tsk... tsk! Look at that! And there’s tobacco too, Bulgarian, right? Bravo! Wait, let me roll a cigarette. I’ve got cigarette papers; if you need them — I’m here!",0.96452415,0.9166199,0.9155961
126,5,Bai Ganyo At The Prague Exhibition Bul,24,"Че е тука, ний го чувствувахме доста: и по миризмата на ботушите му, и по специфичния аромат на потното му тяло, и по неговото настъпателно движение към окупирането на цялото канапе. Отпърво той седеше на крайчеца на канапето, сетне почна да сяда по-удобно, по-сетне трябваше троица да седим на едното канапе, трябваше Иваницовият син да се свие на крайчеца на другото, за да има възможност бай Ганьо да вземе хоризонтално положение. И той не изпущаше случай. Ний се сговорихме да опитаме докъде може да стигне потребността на бай Ганя за удобства и той почна чистосърдечно да дава храна на нашето любопитство:","We were very much aware that he was here: by the smell of his boots, by the distinct odor of his sweaty body, and by his strategic advance toward total occupation of an entire row of seats. At first, he sat on the very edge of the seat; then he started getting a little more comfortable. Later, three of us had to sit on one row of seats, and Ivanitsa’s son had to scrunch up in one corner of the other, so that Bai Ganyo could stretch out horizontally. And he didn’t miss a trick. We conspired to ascertain how far Bai Ganyo’s need for comfort would take him, and he, candidly, began to feed our curiosity.","We could feel him there: by the smell of his boots, by the specific scent of his sweaty body, and by his aggressive movement to occupy the entire sofa. At first he sat on the edge of the sofa, then he began to sit more comfortably, then the three of us had to sit on one sofa, Ivanitch's son had to curl up on the edge of the other so that Uncle Ganya could take a horizontal position. And he never missed an opportunity. We agreed to try to see how far Uncle Ganya's need for comfort could go, and he began to feed our curiosity wholeheartedly:","That he was here, we felt it quite strongly: by the smell of his boots, by the specific aroma of his sweaty body, and by his aggressive movement toward occupying the entire sofa. At first, he sat on the very edge of the sofa; then he began to seat himself more comfortably; later, three of us had to squeeze onto one sofa, and Ivanitsov’s son had to huddle on the edge of the other, so that Bai Ganyo could stretch out horizontally. And he never missed an opportunity. We agreed to test just how far Bai Ganyo’s need for comfort could go, and he began, in all sincerity, to feed our curiosity:","That he was here, we felt quite clearly: from the smell of his boots, from the specific aroma of his sweaty body, and from his aggressive movement toward occupying the whole sofa. At first he sat on the edge of the sofa; then he began to sit more comfortably; later three of us had to sit on one sofa, and Ivantsov’s son had to squeeze onto the edge of the other, so that Bay Ganyo would have the opportunity to take a horizontal position. And he never missed a chance. We agreed to try to see how far Bay Ganyo’s need for comfort could go, and he began, in all sincerity, to feed our curiosity:",0.72652024,0.9257712,0.76704526
127,5,Bai Ganyo At The Prague Exhibition Bul,25,"— Я се поотмести малко към края да си сложа и другия крак. Ха така! Браво! Е-е-е-х! Майка му стара! Кеф! Я чувайте машината какво прави: тупа-тупа, тупа-тупа! Фърчи!... Много обичам така да се обтегна. Отвъд тясно. Па и другарите — прости хорица, какво ще приказваш с тях?... Какво ядете там, круша ли? Браво! Я да видим, тъй както съм легнал, мога ли изяде една круша. Благодарим! Отде ги взимате вий тези неща?","“Listen, move over a bit so I can put up my other leg too. Ahh! That’s it! Good! Ahhh! Eh, goddamn! What a pleasure! Just listen to the locomotive: chugga-chugga, chugga-chugga. It’s ﬂying! I really like to stretch out like this. The other compartment is too crowded. And those fellows over there, they’re such simple folk. How can you have a conversation with them? What are you eating over there; is that a pear? Bravo! Let’s see if I can eat a whole pear lying down. Thanks. Where do you guys get this stuff?”",— Move a little towards the end so I can put my other leg on. That's it! Well done! Eee,"— Move over a bit towards the edge so I can put my other leg up too. That’s it! Bravo! Ahhh! Damn it all! Pure bliss! Just listen to what the engine is doing: chug-chug, chug-chug! It’s flying!... I love stretching out like this. It’s cramped over there. And the companions—simple folk, what is there to talk about with them?... What are you eating there, a pear? Bravo! Let’s see if I can eat a pear while lying down like this. Thank you! Where do you get these things from?","— Move over a little toward the edge so I can put my other leg up too. There! Bravo! Ahhh! Damn it! Bliss! Listen to what the machine is doing: thump-thump, thump-thump! It’s flying!... I really love stretching out like this. Beyond cramped. And the comrades too — simple folk, what’s there to talk to them about?... What are you eating over there, a pear? Bravo! Let’s see whether, lying like this, I can eat a pear. Thank you! Where do you get these things?",0.33841974,0.68380135,0.68914264
128,5,Bai Ganyo At The Prague Exhibition Bul,26,— Купуваме ги — отговаря едва сдържано един от нас.,"“We buy it,” one of us answered, barely containing himself.","""We buy them,"" one of us answers, barely restrained.","— We’ll buy them — one of us answers, barely containing himself.","— We’ll buy them — one of us replies, barely holding back.",0.79176784,0.7727567,0.71077883
129,5,Bai Ganyo At The Prague Exhibition Bul,27,— Тъй ли? Браво! — одобрява той с пълни от сочната круша уста. — Аз обичам круши.,"“Is that so? Bravo!” said Bai Ganyo approvingly, his mouth full of succulent pear.“I love pears.”","""Really? Bravo!"" he approves, his mouth full of juicy pear. ""I love pears.""",— Is that so? Bravo! — he approves with his mouth full of juicy pear. — I love pears.,"— Really? Bravo! — he approves, his mouth full of the juicy pear. — I like pears.",0.7599998,0.76929826,0.7414583
130,5,Bai Ganyo At The Prague Exhibition Bul,28,"Бай Ганьо, унесен от монотонните удари на локомотива, почна да дреме. Мисля си аз какво, какво да му скроим. Най-сетне озари ме една гениална мисъл. Направих предварително знак на другарите си и казвам: — Да направим, господа, по едно кафе. Я подайте спирта и машинката.","Soon Bai Ganyo began to doze, lulled by the monotonous chugging of the engine. Meanwhile, I sat there thinking. How do we get rid of this guy? Suddenly, a brilliant idea popped into my head. I winked to my friends and said, “What do you say, gentlemen? Shall I make us each a cup of coﬀee? Pass me the Primus stove and the fuel.”","Bai Ganyo, carried away by the monotonous pounding of the locomotive, began to doze. I thought about what, what to do for him. Finally, a brilliant idea dawned on me. I signaled my comrades in advance and said: ""Let's make some coffee, gentlemen. Pass the alcohol and the typewriter.""","Bay Ganyo, lulled by the monotonous rhythm of the locomotive, began to doze. I was thinking what, what trick we could play on him. Finally, a brilliant thought struck me. I signaled to my companions beforehand and said:
— Let’s make some coffee, gentlemen. Hand over the spirit and the stove.","Bai Ganyo, lulled by the monotonous beats of the locomotive, began to doze off. I was thinking to myself what, what to do to him. At last, a brilliant idea dawned on me. I made a prearranged sign to my companions and said:

— Let us have a coffee, gentlemen. Pass the spirit and the little stove.",0.8156703,0.7134273,0.84081984
131,5,Bai Ganyo At The Prague Exhibition Bul,29,— Кафе ли? — извика бай Ганьо и скочи от канапето като ужилен. — Има хас?,"“Coﬀee?” exclaimed Bai Ganyo, and he jumped up from the bench as if he had been stung. “What a great idea!”","""Coffee?"" shouted Bai Ganyo, jumping off the couch as if stung. ""Is there hash?""",— Coffee? — cried Bay Ganyo and jumped from the sofa as if stung. — You don't say!,— Coffee? — shouted Bay Ganyo and sprang from the sofa as if stung. — Is that even a question?,0.6116258,0.46212265,0.43560284
132,5,Bai Ganyo At The Prague Exhibition Bul,30,"— Какво кафе ще правим, вода няма — обади се артистически престорен Иваницовият син.","“How can we make coffee? There’s no water,” piped up Ivanitsa’s son, artfully feigning disappointment.","""What kind of coffee are we going to make, there's no water,"" Ivanitsov's son said, acting artistically.",— How are we to make coffee? There is no water — Ivanitso's son spoke up with theatrical affectation.,"— What coffee are we going to make, there’s no water — said Ivantsov’s son in an artistically affected voice.",0.8562259,0.84599125,0.82314503
133,5,Bai Ganyo At The Prague Exhibition Bul,31,— Вода ли? — извика със същия глас бай Ганьо. — Само вода искайте от мене. Ей сегичка! — И той из-хвръкна от купето.,"“Water, is it?” rejoined Bai Ganyo with the same enthusiasm. “If it’s water you need, just ask me! I’ll be back in a second!” And he dashed out of the compartment.","""Water?"" shouted Bai Ganyo in the same voice. ""Just ask me for water. Now!"" And he rushed out of the compartment.","— ""Water?"" Bay Ganyo shouted in the same voice. ""Just ask me for water. Right away!"" — And he flew out of the compartment.",— Water? — cried Bay Ganyo in the same voice. — Ask me for nothing but water. Right away! — And he flew out of the compartment.,0.8783324,0.78217494,0.72076964
134,5,Bai Ganyo At The Prague Exhibition Bul,32,"Изпокапахме от смях. Иваницовият син се изтегна и зае цялото канапе. Върна се бай Ганьо и пъхти повече, отколкото имаше нужда. Трябваше да ни покаже какъв труд и мъка е претърпял за наше добро. В ръката му една стомничка.",We were dying of laughter. Ivanitsa’s son stretched out and took up the whole row of seats. Bai Ganyo came back huffing and puffing more than he needed to. He had to show us what trial and tribulation he had endured for our benefit. In his hand he held a small jug.,"We burst out laughing. Ivanitsov's son stretched out and took up the entire sofa. Uncle Ganyo came back, panting more than he needed to. He had to show us what labor and pain he had endured for our good. In his hand was a pitcher.","We were dying of laughter. Ivanitso’s son stretched out and took up the whole sofa. Bai Ganyo returned, huffing and puffing more than was necessary. He had to show us what toil and trouble he had endured for our sake. In his hand was a small pitcher.",We were dying of laughter. Ivantsov’s son stretched out and took up the whole sofa. Bay Ganyo came back and puffed more than he needed to. He had to show us what toil and hardship he had endured for our benefit. In his hand was a little jug.,0.7483444,0.91136456,0.8039805
135,5,Bai Ganyo At The Prague Exhibition Bul,33,"— На̀, намерих, видяхте ли? Претарашувах всичките вагони! Най-сетне виждам стомна, грабнах я завчас, една жена ми извика: „Хей, дай тук водата, тя е за детето ми.“ Аз какво да излъжа, какво да излъжа, дойде ми на ума: „Извинете, госпожо, там на едного му припадна.“ „Тъй ли“, кай. „Тъй.“ „Е, тогава скоро занеси му вода и пак донеси стомничката.“ Ахмак жена!... Пуф! Изпотих се. Хайде сега кафенце!","“Here, I found some, just like I told you I would! I scrounged around all the cars! Finally, I saw a jug and grabbed it. When I got it in my hand some woman started shouting after me, ‘Hey, bring back that water; it’s for my child!’ So I’m thinking, what excuse can I dream up, what can I tell her, and then it came to me. ‘Excuse me, madam, but someone back there has fainted.’ ‘Is that so?’ she says. ‘Yes.’ ‘Well, in that case, take the water to him quickly, but bring back the jug.’ What a sucker! Phew. I’m all sweaty. Come then, let’s have that coﬀee.”","— Nah, I found it, did you see? I was rummaging through all the carriages! Finally I see a pitcher, I grabbed it right away, a woman shouted to me: ""Hey, give me the water, it's for my child."" I didn't know what to lie about, what to lie about, it came to my mind: ""Excuse me, ma'am, someone over there fainted."" ""That's right,"" he said. ""That's right."" ""Well, then quickly bring him some water and bring the pitcher again."" Silly woman!... Poof! I'm sweating. Come on, coffee now!","— There, I found it, did you see? I scoured all the carriages! Finally, I see a pitcher, I grabbed it in a flash, and a woman shouted at me: “Hey, give the water here, it’s for my child.” What lie to tell, what lie to tell, then it hit me: “Excuse me, madam, someone over there has fainted.” “Is that so,” she says. “It is.” “Well, then take him the water quickly and bring the little pitcher back.” Simpleton of a woman!... Phew! I broke a sweat. Now, how about a little coffee!","— Well, I found it, did you see? I searched all the wagons! At last I saw a jug, grabbed it right away, and a woman shouted at me: “Hey, give the water here, it’s for my child.” What was I to lie, what was I to lie, it came to me: “Excuse me, madam, someone over there fainted.” “Is that so,” says she. “Yes.” “Well then, quickly take him some water and bring the little jug back.” Foolish woman!... Phew! I’m all sweaty. Now then, a little coffee!",0.7725693,0.8262595,0.8338138
136,5,Bai Ganyo At The Prague Exhibition Bul,34,"— Не ви ли е срам, господине! — каза с укор един от другарите, който не можеше вече да сдържа своето негодувание.","One of my friends, who could no longer contain his indignation, rebuked him. “Aren’t you ashamed of yourself, sir?”","""Aren't you ashamed, sir!"" said one of the comrades reproachfully, unable to contain his indignation any longer.","— Aren't you ashamed, sir! — said one of the companions reproachfully, who could no longer contain his indignation.","— Aren’t you ashamed, sir! — said one of the companions reproachfully, no longer able to restrain his indignation.",0.773853,0.7987549,0.8160823
137,5,Bai Ganyo At The Prague Exhibition Bul,35,"Бай Ганьо го изгледа с обтегнато лице, като се стараеше колкото е възможно по-нагледно да изобрази своето искрено учудване; след туй съвсем неочаквано каза: — Аз ми дойде на ума, че е скроена работата, ама хайде, рекох. Е дайте тогаз барем една цигарка и едно коняченце.","Bai Ganyo looked at him, his face drawn as if attempting to express his astonishment as clearly as possible, and then he said quite unexpectedly, “It occurred to me that you might be setting me up, but what the hell, I told myself. Well then, at least give me a cigarette and a spot of cognac.”","Bai Ganyo looked at him with a tense face, trying to portray his sincere astonishment as clearly as possible; then quite unexpectedly he said: ""It occurred to me that the matter was settled, but come on, I said. Then at least give me a cigarette and a little horseradish.""","Bay Ganyo looked at him with a strained face, trying to portray his sincere astonishment as vividly as possible; after that, quite unexpectedly, he said:
— It did cross my mind that the whole thing was a setup, but ""oh well,"" I said. Well then, give me at least a cigarette and a little cognac.","Bay Ganyo looked at him with a strained face, trying as clearly as possible to portray his sincere astonishment; then, quite unexpectedly, he said: — It occurred to me that the whole thing was a setup, but I said, let it be. Well then, give me at least a cigarette and a little cognac.",0.80550027,0.7432765,0.7426865
138,5,Bai Ganyo At The Prague Exhibition Bul,36,"Дадохме му цигарка и коняк и той си отиде в свойто купе, при простите хорица. — Страшни диванета са туй учените — зачу се след малко бай Ганьовият глас в съседното отделение; — аз не зная как ги търпят такива на служба. Ама чакай, ще се върне бай ти Ганьо в България, па видя щем кой е кум, кой е сват.","We gave him a cigarette and a glass of cognac, and he went back to his own compartment, back to his “simple folk.” Soon we heard his voice through the compartment wall. “Those educated fellows are a sorry lot. I don’t know how their bosses put up with them. Just wait till your Bai Ganyo returns to Bulgaria. Then we’ll see who’s who.”","We gave him a cigarette and a cognac and he went to his compartment, to the common people. ""These scientists are terrible idiots,"" Bai Gany's voice was heard after a while in the next compartment; ""I don't know how they tolerate them on duty. But wait, your Bai Gany will return to Bulgaria, and we'll see who's the best man and who's the matchmaker.""","We gave him a cigarette and a cognac, and he went back to his compartment, to the simple folk. ""These scholars are terrible fools,"" Bay Ganyo’s voice was heard a moment later in the next compartment; ""I don’t know how they tolerate such people in the civil service. But just you wait, your Bay Ganyo will return to Bulgaria, and then we shall see who’s who.""","We gave him a cigarette and some cognac, and he went back to his own compartment, to the simple folk. — Those scholars are terrible boors — after a little while, Bay Ganyo’s voice was heard in the neighboring compartment; — I don’t know how they put up with such people in service. But wait, your Uncle Ganyo will return to Bulgaria, and then we’ll see who’s who.",0.84834385,0.77932155,0.8046534
139,5,Bai Ganyo At The Prague Exhibition Bul,37,"Наближавахме чешката граница. С нас пътуваха и комисарите, пратени от правителството да се научат как се нарежда изложение, та да наредят и Пловдивското. Един от тях закачи по гърдите на всички пътници български трикольорчета. По пътя още се разнесе слух, че ще бъдем посрещнати тържествено както на границата, тъй и в Прага, следователно бяхме подготвени към срещата — но туй, което видяхме в действителност, надмина всичките наши очаквания.","We approached the Czech border. Traveling with us were some commissioners, sent by the government to learn how to set up such an exhibition so they could hold one in Plovdiv. One of them had pinned the Bulgarian tri-color on each passenger’s lapel. During our trip a rumor had gone around that we were to receive a formal welcome both at the border and in Prague (consequently, we were prepared for the reception). But in fact, what we saw surpassed all our expectations.","We were approaching the Czech border. The commissioners, sent by the government to learn how to organize an exhibition, so that they could organize the Plovdiv one as well, were traveling with us. One of them pinned Bulgarian tricolors on the chests of all the passengers. On the way, a rumor spread that we would be greeted solemnly both at the border and in Prague, so we were prepared for the meeting — but what we actually saw exceeded all our expectations.","We were approaching the Czech border. Traveling with us were the commissioners sent by the government to learn how an exhibition is organized, so that they could organize the one in Plovdiv as well. One of them pinned small Bulgarian tricolors to the chests of all the passengers. Along the way, a rumor spread that we would be greeted ceremoniously both at the border and in Prague; consequently, we were prepared for the encounter—but what we saw in reality surpassed all our expectations.","We were approaching the Czech border. Traveling with us were also the commissioners sent by the government to learn how to organize an exhibition, so that they could arrange the Plovdiv one as well. One of them pinned little Bulgarian tricolor badges on the chests of all the passengers. Along the way, a rumor also spread that we would be greeted ceremoniously both at the border and in Prague; therefore, we were prepared for the reception — but what we saw in reality surpassed all our expectations.",0.93087274,0.94109064,0.9400093
140,5,Bai Ganyo At The Prague Exhibition Bul,38,"Ето и пограничната станция, локомотивът вече свири. Виждаме, отляво и отдясно на железния път стича се свят към станцията. Ръсеше дъжд и търчащите мъже, жени, деца носеха отворени омбрели. Спряхме се. На перона задръстено с хора. Веднага една музика гръмна „Шуми Марица“. Един хор след това изпя „Kde domov muj“ за безкрайно удоволствие на всинца ни, а особено на бай Ганя, който похвали между нас чешкия народ, че доста добре изучил гласа на народната българска песен „Где й родът ми“, само че думите изговаряли малко неясно, та не се твърде разбирало.","So here we are, coming to the border station, the locomotive is already whistling. To the left and to the right of the tracks we see a tide of people flowing toward the station. A light rain was falling, so the men, women, and children hurrying toward the station were all carrying open umbrellas. We stopped. The platform was crowded with people. Immediately a band struck up our national anthem, “Shumi Maritsa,” followed, to our boundless pleasure, by a choir singing their anthem, “Hde domov můj,” in Czech. Bai Ganyo, in particular, praised the Czech people for learning the melody of the “Bulgarian” folk song “Where Is My Homeland?” so well. Except, he noted, that they didn’t pronounce the words clearly enough, so they were a little hard to understand.","Here is the border station, the locomotive is already playing. We see, from the left and right of the railway track, the world is streaming towards the station. It was drizzling rain and the running men, women, and children carried open umbrellas. We stopped. The platform was jammed with people. Immediately, a piece of music blared out ""Shumi Maritsa"". A choir then sang ""Kde domov muj"" to the endless pleasure of all of us, and especially of Bai Ganya, who praised the Czech people among us for having learned the voice of the Bulgarian folk song ""Gde j rodat mi"" quite well, only the words were pronounced a little unclearly, so it was not very understandable.","Here is the border station; the locomotive is already whistling. We see, to the left and right of the railway, crowds of people streaming toward the station. It was drizzling, and the running men, women, and children carried open umbrellas. We came to a halt. The platform was jammed with people. Immediately, a band struck up ""Shumi Maritsa."" A choir then sang ""Kde domov muj"" to the infinite pleasure of us all, and especially of Bay Ganyo, who praised the Czech people among us for having learned the tune of the Bulgarian folk song ""Where is my kin"" quite well, except that they pronounced the words a bit unclearly, so they weren't very easy to understand.","Here is the border station, and the locomotive is already whistling. We see, on the left and on the right of the railway line, people streaming toward the station. It was raining, and the running men, women, and children were carrying open umbrellas. We stopped. The platform was jammed with people. At once a band burst out with “Shumi Maritsa.” Then a choir sang “Kde domov muj,” to the boundless delight of all of us, and especially of Bay Ganyo, who praised the Czech people among us for having studied quite well the tune of the Bulgarian folk song “Where is my homeland,” only they pronounced the words a little unclearly, so that it was not very easy to understand.",0.88826406,0.9048773,0.9565343
141,5,Bai Ganyo At The Prague Exhibition Bul,39,"Кръв се хвърля в главата ми от срам, като си спомня поведението, което ний държахме при тая първа среща. Представете си, господа: стекъл се градът, дошли хора от селата да посрещнат братята-българи, довели музика, дошъл хор, наредили се сума момичета с букети в ръка, чакат да слязат братята от трена да ги посрещнат, да ги поздравят с думи, с песни, с музика, с букети; а „братята“ си подали главите от прозорците и гледат! Вярвайте, вярвайте, господа! Прозорците на вагоните, знайте, тесни, един си подал главата, друг се гуши през рамото му, трети подава отдолу само половината разкривена физиономия с едно око и гледат! — Да се стопиш! Ех, де да имаше една минутна фотография! — Посрещачите се слисаха. Не знаеха и те какво да правят — де да дянат букетите! Музиката спря, спря и хорът и настъпи мълчание и взаимно огледване.","My face flushes with embarrassment when I recall the comportment we displayed at that first meeting. Just imagine, gentlemen. The city has assembled, people from the villages have come to meet their Bulgarian brothers, they have brought a band and a choir, and a bunch of young girls are lined up with bouquets in their hands. They all stand there waiting for their brother Slavs to get off the train so that they can welcome them with words, with songs, with music, with bouquets; but these “brothers” simply stick their heads out of the windows and gape! Believe you me, gentlemen. The windows of the train cars are narrow, as you know. One guy puts his head out, another squishes in over his shoulder, a third manages to peek out from underneath his arm with one eye, and they just stare! It makes you want to sink into the earth! Oh, if only there had been a photograph! The people meeting us were taken aback; they didn’t know what to do, where to put the bouquets! The band stopped, the choir stopped too, and everyone fell silent as we stared at one another.","My blood rushes to my head with shame, remembering the behavior we behaved at that first meeting. Imagine, gentlemen: the city has gathered, people from the villages have come to greet the Bulgarian brothers, they have brought music, a choir has come, a lot of girls have lined up with bouquets in their hands, waiting for the brothers to get off the train to greet them, to greet them with words, songs, music, and bouquets; and the “brothers” have put their heads out of the windows and are looking! Believe me, believe me, gentlemen! The windows of the carriages, you know, are narrow, one has put his head out, another is hunched over his shoulder, a third is sticking out only half of his distorted face with one eye and is looking! — Melt away! Oh, if only there was a one-minute photograph! — The greeters were stunned. They didn’t know what to do either — let’s get the bouquets! The music stopped, the choir stopped too, and silence and mutual looking ensued.","Blood rushes to my head with shame when I recall the way we behaved during that first encounter. Imagine, gentlemen: the whole city had gathered, people had come from the villages to welcome their Bulgarian brothers; they brought a band, a choir had come, a multitude of girls had lined up with bouquets in hand, waiting for the ""brothers"" to step off the train so they could welcome them, greet them with words, with songs, with music, with flowers; but the ""brothers"" just stuck their heads out of the windows and stared! Believe me, believe me, gentlemen! The carriage windows, you must know, are narrow; one had poked his head out, another was huddling over his shoulder, a third was peeking from below, showing only half a distorted face with a single eye—and they just stared! — It was enough to make you die of embarrassment! Oh, if only there had been a snapshot camera! — The welcoming party was bewildered. They didn't know what to do—where to put the bouquets! The music stopped, the choir stopped, and a silence fell as everyone just stared at each other.","Blood rushes to my head with shame when I remember the behavior we displayed at that first meeting. Imagine, gentlemen: the whole town had gathered, people had come from the villages to welcome the Bulgarian brothers, they had brought music, a choir had come, a great many girls had lined up with bouquets in their hands, waiting for the brothers to get off the train so they could greet them, congratulate them with words, songs, music, bouquets; and the “brothers” had stuck their heads out of the windows and were looking! Believe me, believe me, gentlemen! The windows of the carriages, you must know, are narrow; one had stuck out his head, another was squeezed in over his shoulder, a third was poking out from below only half of his twisted face with one eye, and they were looking! — You could melt away! Ah, if only there had been a one-minute photograph! — The greeters were bewildered. They too did not know what to do — where to put the bouquets! The music stopped, the choir stopped too, and silence and mutual staring ensued.",0.9087361,0.88974416,0.9190862
