,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
126,9,Ge Grigol Gegelia,5,"შეგახსენებთ, ევროკავშირის ელჩმა საქართველოში პაველ ჰერჩინსკიმ ბრიუსელში, ევროპის საგარეო ქმედებათა სამსახურში, სადაც დოკუმენტური ფოტოგამოფენა „საქართველო ფოკუსში“ გაიხსნა, აღნიშნა, რომ საქართველო სწორ ტრაექტორიაზე აღარ იმყოფება. ელჩის თქმით, „ხელისუფლებამ აირჩია ალტერნატიული, ავტორიტარიზმის მოდელი და საქართველოს ევროკავშირს აშორებს“. „საქართველო გზაგასაყარზე დგას. საქართველოს მომავალი ჯერ არ დაწერილა, მაგრამ ის, რაც მომავალ კვირებსა და თვეებში გადაწყდება, განსაზღვრავს, ეკუთვნის საქართველო ევროპული ქვეყნების ოჯახს, რომელიც დაფუძნებულია დემოკრატიაზე, კანონის უზენაესობასა და ადამიანის უფლებებზე, თუ სამწუხაროდ, თავის ბნელ წარსულს დაუბრუნდება. ჩემი მთავარი გზავნილი ქართველი ხალხის მიმართ არის „ნუ დაკარგავთ იმედის“. ჩვენ არ უნდა დავუშვათ, რომ საქართველო და შესანიშნავი, თბილი, სტუმართმოყვარე ქართველი ხალხი დაბრუნდეს ძალადობის, სამოქალაქო ომის, სიღარიბის, გაჭირვების, კორუფციის ბნელ დროში. ეს არ არის ის მომავალი, რომელსაც ისინი იმსახურებენ.როგორც კი ხელისუფლება გამოთქვამს ჩვენთან თანამშრომლობის სურვილს, ჩვენ ყველაფერს გავაკეთებთ იმისათვის, რომ დავეხმაროთ საქართველოს გახდეს ევროკავშირის წევრი“, - განაცხადა ჰერჩინსკიმ, რომლის ციტატასაც „ნეტგაზეთი“ ავრცელებს.","The EU Ambassador to Georgia, who opened a documentary photo exhibition “Georgia in Focus” in Brussels at the European External Action Service, noted that Georgia is no longer on the right trajectory. According to the ambassador, the government has chosen an alternative, authoritarian model and is distancing Georgia from the European Union. “Georgia is at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” Herczyński was quoted as saying by Negtazeti.","As a reminder, the EU Ambassador to Georgia, Pavel Herczynski, at the European External Action Service in Brussels, where the documentary photo exhibition “Georgia in Focus” was opened, noted that Georgia is no longer on the right trajectory. According to the ambassador, “the authorities have chosen an alternative, authoritarian model and are taking Georgia away from the European Union”. “Georgia is at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, will return to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. ""This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,"" said Herczynski, quoted by Netgazeti.","As a reminder, the EU Ambassador to Georgia, Pawel Herczynski, noted at the European External Action Service in Brussels, where the documentary photo exhibition ""Georgia in Focus"" was opened, that Georgia is no longer on the right trajectory. According to the Ambassador, ""the government has chosen an alternative model of authoritarianism and is distancing Georgia from the European Union.""

""Georgia stands at a crossroads. Georgia's future has not yet been written, but what is decided in the coming weeks and months will determine whether Georgia belongs to the family of European nations based on democracy, the rule of law, and human rights, or if it will, unfortunately, return to its dark past. My main message to the Georgian people is: 'Do not lose hope.' We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,"" stated Herczynski, whose quote was published by ""Netgazeti.""","Let me remind you that the EU Ambassador to Georgia, Pawel Herczyński, speaking in Brussels at the European External Action Service, where the documentary photo exhibition “Georgia in Focus” was opened, noted that Georgia is no longer on the right trajectory. According to the ambassador, “the government has chosen an alternative model of authoritarianism and is moving Georgia away from the European Union.”

“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what is decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries based on democracy, the rule of law, and human rights, or whether, unfortunately, it returns to its dark past. My main message to the Georgian people is: ‘Do not lose hope.’ We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything possible to help Georgia become a member of the European Union,” Herczyński said, as quoted by Netgazeti.",,,
127,9,Ge Grigol Gegelia,6,"აღნიშნული განცხადების შემდეგ, ელჩი საგარეო უწყებაში დაიბარეს.","Following this statement, the EU Ambassador has been summoned to the Ministry of Foreign Affairs of Georgia.","Following the aforementioned statement, the ambassador was summoned to the Foreign Ministry.","Following the aforementioned statement, the ambassador was summoned to the Ministry of Foreign Affairs.","Following this statement, the ambassador was summoned to the Ministry of Foreign Affairs.",,,
128,9,Vespers Of The Descent,1,სამების საკათედრო ტაძარში გარდამოხსნის წესი შესრულდა,Vespers of the Descent from the Cross observed at Holy Trinity Cathedral,The rite of conversion was performed at the Trinity Cathedral,The Rite of the Descent from the Cross was performed at the Holy Trinity Cathedral.,The rite of the Deposition was performed at the Holy Trinity Cathedral.,,,
129,9,Vespers Of The Descent,2,ყოვლადწმინდა სამების საკათედრო ტაძარში გარდამოხსნის ტრადიციული წესი შესრულდა. მსახურება სიმბოლურად ჯვარცმული იესო ქრისტეს დაკრძალვას და დატირებას ასახავს.,The traditional Vespers of the Descent from the Cross have been performed at the Holy Trinity Patriarchal Cathedral. The service symbolically re-enacts the burial and lamentation of the crucified Jesus Christ.,The traditional rite of transfiguration was performed at the Cathedral of the Holy Trinity. The service symbolically depicts the burial and mourning of the crucified Jesus Christ.,The traditional rite of the Deposition from the Cross was performed at the Holy Trinity Cathedral. The service symbolically depicts the burial and lamentation of the crucified Jesus Christ.,"The traditional rite of the removal from the Cross was performed at the Holy Trinity Cathedral. The service symbolically reflects the burial and lamentation of Jesus Christ, who was crucified.",,,
130,9,Vespers Of The Descent,3,"რიტუალი დღეს საპატრიარქო ტახტის მოსაყდრემ, სენაკისა და ჩხოროწყუს მიტროპოლიტმა შიომ (მუჯირი) მღვდელმთავრებთან ერთად ჩაატარა.","The Locum Tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), together with fellow bishops, conducted the vespers.","The ritual was performed today by the Patriarchal Enthronement, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsku, together with the hierarchs.","The ritual was performed today by the Locum Tenens of the Patriarchal Throne, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsqu, together with the hierarchs.","The ritual was conducted today by the locum tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), together with the bishops.",,,
131,9,Vespers Of The Descent,4,"დღეს წითელი პარასკევია, ვნების კვირეულის ყველაზე მძიმე დღე. მართლმადიდებელი ეკლესია იესო ქრისტეს ჯვარცმას, ჯვრიდან გარდამოხსნასა და დაკრძალვას იხსენებს.","Today is Good Friday, the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His descent from the Cross, and His burial.","Today is Good Friday, the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion, removal from the cross, and burial of Jesus Christ.","Today is Good Friday, the most somber day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His deposition from the Cross, and His burial.","Today is Good Friday, the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His descent from the Cross, and His burial.",,,
132,9,Vespers Of The Descent,5,"წითელ პარასკევს ტაძრებში წირვა არ აღევლინება, რადგან, სახარების თანახმად, ადამიანთა ცოდვებისგან გამოსახსნელად უფალმა საკუთარი თავი მსხვერპლად შესწირა. მსახურებისას სამეუფო ჟამნი სრულდება, რომლის დროსაც უფლის ვნების შესახებ სახარება იკითხება.","No Divine Liturgy is celebrated on Good Friday, for according to the Gospel, the Lord offered Himself as a sacrifice for the redemption of humanity from sin. In its place, the Royal Hours are observed, during which the Passion narrative is read from the Gospels.","On Good Friday, no services are held in churches, because, according to the Gospel, the Lord offered himself as a sacrifice to redeem people from their sins. During the service, the Holy Hour is completed, during which the Gospel of the Lord's Passion is read.","On Good Friday, the Divine Liturgy is not celebrated in churches because, according to the Gospel, the Lord sacrificed Himself to redeem humanity from their sins. During the service, the Royal Hours are performed, during which the Gospel accounts of the Passion of the Lord are read.","On Good Friday, no liturgy is celebrated in churches, because, according to the Gospel, the Lord offered Himself as a sacrifice to redeem humanity from its sins. During the service, the Royal Hours are observed, during which the Gospel about the Lord’s Passion is read.",,,
133,9,Vespers Of The Descent,6,"მორწმუნეები ამ დღეს კვერცხებს წითლად ღებავენ, ასევე აცხობენ პასკებს, რადგან, სახარების თანახმად, იესო ქრისტეს ჯვარცმა იუდეველთა პასექის დღესასწაულზე მოხდა.","The faithful mark the day by dyeing eggs red and baking Easter breads, for according to the Gospel, the crucifixion of Jesus Christ took place during the Jewish Passover.","Believers dye eggs red on this day and also bake Easter cakes, because, according to the Gospel, the crucifixion of Jesus Christ took place on the Jewish holiday of Passover.","On this day, believers dye eggs red and also bake paskas, as according to the Gospel, the crucifixion of Jesus Christ took place during the Jewish Passover.","Believers dye eggs red on this day and also bake paskas, because, according to the Gospel, the crucifixion of Jesus Christ took place during the Jewish Passover holiday.",,,
134,10,Ge Shalva Papuashvili,1,"შალვა პაპუაშვილი - ზოგიერთი ევროპელი ბიუროკრატი გეოგრაფიაში ვერ ერკვევა, ჰგონია, რომ საქართველოს შეიძლება თავზე გადაახტე და ევროპა აზიას დააკავშირო - გეოგრაფიასთან ჭიდილი ჯერ არავის მოუგია (06.05.2026, 17:39)","Shalva Papuashvili - Some European bureaucrats don't understand geography, they think that you can jump over Georgia and connect Europe with Asia - no one has ever won a fight with geography (06.05.2026,  17:46)","Shalva Papuashvili - Some European bureaucrats don't understand geography, they think they can jump over Georgia and connect Europe with Asia - no one has ever won a fight with geography (06.05.2026, 17:39)","Shalva Papuashvili - Some European bureaucrats do not understand geography, they think you can jump over Georgia and connect Europe to Asia - no one has ever won a struggle against geography (06.05.2026, 17:39)","Shalva Papuashvili - Some European bureaucrats do not understand geography; they think that you can jump over Georgia and connect Europe to Asia - no one has ever won a fight against geography yet (06.05.2026, 17:39)",,,
135,10,Ge Shalva Papuashvili,2,"ზოგიერთ ევროპელ ბიუროკრატს ჰგონია, რომ საქართველოს შეიძლება თავზე გადაახტე და ევროპა აზიას ისე დააკავშირო - გეოგრაფიასთან ჭიდილი ჯერ არავის მოუგია! - ამის შესახებ დღეს პარლამენტის თავმჯდომარემ შალვა პაპუაშვილმა განაცხადა.","Some European bureaucrats think that they can jump over Georgia and connect Europe to Asia like that - no one has ever won a fight with geography! - this was stated today by the Chairman of the Parliament, Shalva Papuashvili.",Some European bureaucrats think that Georgia can be jumped over and connected to Europe and Asia - no one has ever won a battle with geography! - Parliament Speaker Shalva Papuashvili stated this today.,"Some European bureaucrats think that you can bypass Georgia and connect Europe to Asia that way—no one has ever won a battle against geography!—the Chairman of the Parliament, Shalva Papuashvili, stated today.",Some European bureaucrats think that Georgia can be jumped over and Europe and Asia can be connected that way — but no one has ever won a fight against geography! — Parliament Speaker Shalva Papuashvili said this today.,,,
136,10,Ge Shalva Papuashvili,3,"პაპუაშვილის თქმით, “ის ბიუროკრატები, რომლებიც ფიქრობენ, რომ საქართველოს გვერდის ავლით და საქართველოს ვერ დანახვით რაიმეს შეძლებენ, გეოგრაფიასთან კიდევ ერთხელ დამარცხდებიან“.","According to Papuashvili, “those bureaucrats who think that they can achieve something by bypassing Georgia and not seeing Georgia will once again lose to geography.”","According to Papuashvili, ""those bureaucrats who think they can achieve anything by bypassing Georgia and not seeing it will once again be defeated by geography.""","According to Papuashvili, “those bureaucrats who think they can achieve anything by bypassing or ignoring Georgia will once again be defeated by geography.”","According to Papuashvili, “those bureaucrats who think that they can achieve something by bypassing Georgia and not seeing Georgia will once again be defeated by geography.”",,,
137,10,Ge Shalva Papuashvili,4,"“საუკუნეები ასეა - აბრეშუმის გზამ აქ ტყუილად კი არ გაიარა... გაიარა იმიტომ, რომ მაშინაც, ისევე როგორც ახლა, ეს იყო ყველაზე მოკლე და ყველაზე უსაფრთხო დამაკავშირებელი გზა ევროპასა და აზიას შორის. ზოგიერთი ბიუროკრატი გეოგრაფიაში ვერ ერკვევა. როგორც ამის წინ ერთ-ერთ სიუჟეტში ვნახეთ, მათ შორის საფრანგეთის ევროპის საქმეთა მინისტრმა ირანი რუკაზე ვერ მოძებნა. ასევე ვერ მოძებნიან ხოლმე თუ სად არის საქართველო. ზოგიერთ ევროპელ ბიუროკრატს ჰგონია, რომ საქართველოს შეიძლება თავზე გადაახტე და ევროპა აზიას ისე დააკავშირო - გეოგრაფიასთან ჭიდილი ჯერ არავის მოუგია“, - განაცხადა შალვა პაპუაშვილმა.","“Centuries have been like this - the Silk Road did not pass through here in vain... It passed because then, as now, it was the shortest and safest connecting route between Europe and Asia. Some bureaucrats do not understand geography. As we saw in one of the stories before, among them, the French Minister of European Affairs could not find Iran on the map. They also cannot find where Georgia is. Some European bureaucrats think that they can jump over Georgia and connect Europe to Asia like that - no one has ever won a fight with geography,” said Shalva Papuashvili.","“Centuries have been like this - the Silk Road did not pass through here in vain... It passed because then, as now, it was the shortest and safest connecting route between Europe and Asia. Some bureaucrats do not understand geography. As we saw in one of the stories before, among them, the French Minister of European Affairs could not find Iran on the map. They also cannot find where Georgia is. Some European bureaucrats think that you can jump over Georgia and connect Europe with Asia - no one has ever won a fight with geography,” said Shalva Papuashvili.","“It has been this way for centuries—the Silk Road did not pass through here for nothing... it passed through because then, just as now, it was the shortest and safest connecting route between Europe and Asia. Some bureaucrats are not well-versed in geography. As we saw in a recent report, among them, the French Minister for European Affairs could not find Iran on the map. They also often cannot find where Georgia is. Some European bureaucrats think that you can jump over Georgia and connect Europe and Asia that way—no one has ever won a struggle against geography,” stated Shalva Papuashvili.","“Centuries have been like this — the Silk Road did not pass through here for nothing... It passed because then, just as now, this was the shortest and safest connecting route between Europe and Asia. Some bureaucrats are not well versed in geography. As we saw in one of the previous reports, among them the French Minister for European Affairs could not find Iran on the map. They also sometimes cannot find where Georgia is. Some European bureaucrats think that you can simply leap over Georgia and connect Europe to Asia that way — no one has ever won a fight against geography,” said Shalva Papuashvili.",,,
138,10,Ge Shalva Papuashvili,5,"შალვა პაპუაშვილი - ევროპარლამენტის სახით გვყავს საბჭოთა კავშირის სახალხო დეპუტატთა ყრილობის რეინკარნაცია, ხოლო ჩვენ ვფიქრობთ ევროპულად, როგორც დემოკრატიული ქვეყანა, ჩვენს შორის არის ღირებულებითი უფსკრული (06.05.2026,  17:46)","Shalva Papuashvili - In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union, while we think in a European way, as a democratic country, and there is a value gap between us (06.05.2026, 18:08)","Shalva Papuashvili - In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union, while we think European, as a democratic country, there is a value gap between us (06.05.2026, 17:46)","Shalva Papuashvili - In the form of the European Parliament, we have a reincarnation of the Congress of People's Deputies of the Soviet Union, while we think in a European way, as a democratic country; there is a value gap between us (06.05.2026, 17:46)","Shalva Papuashvili - In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union, while we think in a European way, as a democratic country; there is a values gap between us (06.05.2026, 17:46)",,,
139,10,Ge Shalva Papuashvili,6,"ევროპარლამენტის სახით ჩვენ გვყავს საბჭოთა კავშირის სახალხო დეპუტატთა ყრილობის რეინკარნაცია. ჩვენს შორის არის ღირებულებითი უფსკრული. საბჭოთა მენტალიტეტის მქონე ადამიანებთან, გორბაჩოვის თანამებრძოლებთან და ფაშისტური განცხადებებით გამორჩეულ ხალხთან ქართველ ხალხს არაფერი საერთო არ აქვს, - ამის შესახებ პარლამენტის თავმჯდომარემ, შალვა პაპუაშვილმა ჟურნალისტებს ევროპარლამენტის საგარეო საქმეთა კომიტეტის მიერ საქართველოს შესახებ მიღებულ ანგარიშზე დასმული კითხვის საპასუხოდ განუცხადა.","In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union. There is a value gap between us. The Georgian people have nothing in common with people with a Soviet mentality, Gorbachev's comrades-in-arms and people distinguished by fascist statements, - the Chairman of the Parliament, Shalva Papuashvili, told journalists in response to a question on the report on Georgia adopted by the European Parliament's Committee on Foreign Affairs.","""In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union. There is a value gap between us. The Georgian people have nothing in common with people with a Soviet mentality, Gorbachev's comrades-in-arms and people distinguished by fascist statements,"" Parliament Speaker Shalva Papuashvili told journalists in response to a question on the report on Georgia adopted by the European Parliament's Foreign Affairs Committee.","""In the form of the European Parliament, we have a reincarnation of the Congress of People's Deputies of the Soviet Union. There is a value-based abyss between us. The Georgian people have nothing in common with people of Soviet mentality, Gorbachev's comrades-in-arms, and those distinguished by fascist statements,"" stated the Speaker of the Parliament, Shalva Papuashvili, to journalists in response to a question regarding the report on Georgia adopted by the European Parliament's Committee on Foreign Affairs.","“In the form of the European Parliament, we have the reincarnation of the Congress of People’s Deputies of the Soviet Union. There is a values gap between us. The Georgian people have nothing in common with people who have a Soviet mentality, with Gorbachev’s associates, and with people distinguished by fascist statements,” Parliament Speaker Shalva Papuashvili told journalists in response to a question about the report on Georgia adopted by the European Parliament’s Foreign Affairs Committee.",,,
140,10,Ge Shalva Papuashvili,7,"როგორც პაპუაშვილმა აღნიშნა, ევროპარლამენტთან ქართულ მხარეს სულ უფრო ნაკლები სასაუბრო რჩება.","As Papuashvili noted, the Georgian side has less and less to talk about with the European Parliament.","As Papuashvili noted, the Georgian side has less and less to talk about with the European Parliament.","As Papuashvili noted, the Georgian side has less and less to discuss with the European Parliament.","As Papuashvili noted, the Georgian side has fewer and fewer people left to talk to in the European Parliament.",,,
141,10,Ge Shalva Papuashvili,8,"“ჩვენ ვხედავთ, რომ ამ ხალხთან სასაუბრო სულ უფრო ნაკლები და ნაკლები გვრჩება. ჩვენ ვართ ღირებულებით ორ განსხვავებულ პოლუსზე. ევროპარლამენტის სახით ჩვენ გვყავს საბჭოთა კავშირის სახალხო დეპუტატთა ყრილობის რეინკარნაცია, ამ სიტყვის სრული მნიშვნელობით, ყველაფრით - ესთეტიკით, რასა იუკნევიჩიანეს რუსული აქცენტით, აბსოლუტურად ყველაფრით სრული რეინკარნაცია არის უკვე სახალხო დეპუტატთა ყრილობის, ხოლო ჩვენ ვფიქრობთ ევროპულად, ჩვენ ვფიქრობთ, როგორც დემოკრატიული ქვეყანა, ასე რომ, ჩვენს შორის არის ღირებულებითი უფსკრული. ის რაღაც ღირებულებითი აჯაფსანდალი, რომელიც დღეს ევროპარლამენტში ხდება, ამასთან ჩვენ საერთო არაფერი არ გვაქვს და ვერც გვექნება.","“We see that we have less and less to talk to these people. We are at two different poles in terms of values. In the form of the European Parliament, we have the reincarnation of the Congress of People’s Deputies of the Soviet Union, in the full sense of the word, with everything - aesthetics, with the Russian accent of Rasa Juknevičienė, absolutely everything - it is already a complete reincarnation of the Congress of People’s Deputies, while we think in a European way, we think as a democratic country, so there is a value gap between us.","""We see that we have less and less to talk to these people. We are at two different poles in terms of values. In the form of the European Parliament, we have a reincarnation of the Congress of People's Deputies of the Soviet Union, in the full sense of the word, with everything - aesthetics, with the Russian accent of Rasa Yuknevichian, absolutely everything - it is a complete reincarnation of the Congress of People's Deputies, and we think European, we think as a democratic country, so there is a value gap between us. That kind of value clash that is happening in the European Parliament today, we have nothing in common with it and we will never have anything.","""We see that we have less and less to talk about with these people. We are at two different poles in terms of values. In the form of the European Parliament, we have a reincarnation of the Soviet Union's Congress of People's Deputies, in every sense of the word—with everything: the aesthetics, Rasa Juknevičienė's Russian accent, absolutely everything; it is already a complete reincarnation of the Congress of People's Deputies. Whereas we think in a European way, we think as a democratic country; therefore, there is a chasm between us in terms of values. We have nothing in common, nor can we ever have, with that kind of 'value mishmash' currently taking place in the European Parliament.""","“We see that there is less and less left to talk about with these people. We are on two different value poles. In the form of the European Parliament, we have a reincarnation of the Congress of People’s Deputies of the Soviet Union, in the full meaning of the word, in every respect — the aesthetics, Rasa Juknevičienė’s Russian accent, absolutely everything is a complete reincarnation of the Congress of People’s Deputies already, whereas we think in European terms, we think as a democratic country, so there is a value gap between us. That kind of value jumble that is happening in the European Parliament today has nothing in common with us, and it never can.”",,,
142,10,Ge Shalva Papuashvili,9,"ევროკავშირის ეს ინსტიტუცია უნდა შეიცვალოს თვისებრივად იმისთვის, რომ საქართველოს პარლამენტსა და საქართველოს შეეძლოს მასთან რაიმე სახის ურთიერთობა. საბჭოთა მენტალიტეტის მქონე ადამიანებთან, გორბაჩოვის თანამებრძოლებთან და ფაშისტური განცხადებებით გამორჩეულ ხალხთან ქართველ ხალხს არაფერი საერთო არ აქვს”, - განაცხადა პაპუაშვილმა.","This institution of the European Union must be qualitatively changed so that the Georgian Parliament and Georgia can have any kind of relationship with it. Georgians have nothing in common with people with a Soviet mentality, Gorbachev’s comrades and people distinguished by fascist statements,"" Papuashvili said.","""This institution of the European Union must be changed qualitatively so that the Georgian Parliament and Georgia can have any kind of relationship with it. The Georgian people have nothing in common with people with a Soviet mentality, Gorbachev's comrades-in-arms, and people distinguished by fascist statements,"" Papuashvili said.","“This EU institution must change fundamentally so that the Parliament of Georgia and Georgia can have any kind of relationship with it. The Georgian people have nothing in common with people of Soviet mentality, Gorbachev's associates, and individuals distinguished by fascist statements,” Papuashvili stated.","“This EU institution must be changed qualitatively in order for the Parliament of Georgia and Georgia to be able to have any kind of relationship with it. The Georgian people have nothing in common with people of Soviet mentality, Gorbachev’s associates, and those distinguished by fascist statements,” Papuashvili said.",,,
143,10,Ge Shalva Papuashvili,10,"შალვა პაპუაშვილი - ზელენსკის საქართველოს პრემიერ-მინისტრი სანქცირებულთა სიაში ჰყავს შეყვანილი და ახლა მასთან მისვლა და გასაუბრება მოუწია - ეს მეტყველებს, რამდენად მცდარი იყო უკრაინის ხელისუფლების პოლიტიკა ქართველი ხალხის მიმართ (05.05.2026, 14:59)","Shalva Papuashvili - Zelensky has included the Georgian Prime Minister in the sanctions list and now he had to go and talk to him - this shows how wrong the Ukrainian government's policy towards the Georgian people was (05.05.2026, 15:20)","Shalva Papuashvili - Zelensky has included the Georgian Prime Minister in the sanctions list and now he had to come and talk to him - this shows how wrong the Ukrainian government's policy towards the Georgian people was (05.05.2026, 14:59)","Shalva Papuashvili - Zelenskyy has the Prime Minister of Georgia on the sanctions list and now he had to approach and speak with him - this shows how erroneous the Ukrainian government's policy was towards the Georgian people (05.05.2026, 14:59)","Shalva Papuashvili - Zelensky has included Georgia’s Prime Minister on the sanctions list, and now he had to go and speak with him - this shows how misguided the Ukrainian government’s policy toward the Georgian people was (05.05.2026, 14:59)",,,
144,10,Ge Shalva Papuashvili,11,"ვფიქრობ, ინიციატივა, რომელიც გამოიჩინა პრეზიდენტმა ზელენსკიმ, რომ გასაუბრებოდა საქართველოს პრემიერ-მინისტრს, აჩვენებს, რომ ნებისმიერი პოლიტიკა, რომელიც თავშივე არის უსამართლო, განწირულია მარცხისთვის,- ამის შესახებ საქართველოს პარლამენტის თავმჯდომარემ შალვა პაპუაშვილმა განაცხადა.","""I think the initiative taken by President Zelensky to meet with the Georgian Prime Minister shows that any policy that is inherently unjust is doomed to failure,"" said Shalva Papuashvili, the Speaker of the Georgian Parliament.­","""I think the initiative taken by President Zelensky to meet with the Prime Minister of Georgia shows that any policy that is inherently unjust is doomed to failure,"" said Shalva Papuashvili, Speaker of the Parliament of Georgia.","""I believe that the initiative shown by President Zelenskyy to speak with the Prime Minister of Georgia demonstrates that any policy that is inherently unjust is doomed to failure,"" stated the Chairman of the Parliament of Georgia, Shalva Papuashvili.","“I think the initiative shown by President Zelensky to speak with the Prime Minister of Georgia shows that any policy that is unjust from the outset is doomed to failure,” said Shalva Papuashvili, Speaker of the Parliament of Georgia.",,,
145,10,Ge Shalva Papuashvili,12,"მისი თქმით, უკრაინის პრეზიდენტს საქართველოს პრემიერ-მინისტრი კობახიძე სანქცირებულთა სიაში ჰყავს შეყვანილი და ახლა მასთან მისვლა და გასაუბრება მოუწია.","According to him, the Ukrainian President has put Georgian Prime Minister Kobakhidze on the sanctions list and now he had to go and meet with him.",He said that the Ukrainian President has included Georgian Prime Minister Kobakhidze on the sanctions list and now he had to go and talk to him.,"According to him, the President of Ukraine has included Georgian Prime Minister Kobakhidze in the list of sanctioned individuals, and now he had to approach and speak with him.","According to him, the President of Ukraine has included Georgian Prime Minister Kobakhidze on the sanctions list, and now he had to go to him and speak with him.",,,
