,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
57,1,Aluda Ketelauri Ge,58,"ვის მასწყენია სიცოცხლე, გზას ის ვინ გაუდგებისა? წინ მიდის მგზავრი, მიჰკვალავს, ხუთიც უკვენა ჰყვებისა. სიმშილით შაწუხებული მთას ღმუის ჯოგი მგლებისა.","Who finds it irksome to be alive, who is this traveller setting off? Someone sweeps the snow in front, five more follow in his wake. Suffering from the pangs of hunger, a pack of wolves howls at the peaks.","Who is sad about life, who will stand in the way? A traveler goes ahead, follows, five of them also tell stories. A pack of wolves, tormented by hunger, howls on the mountain.","Who has grown weary of life, who will set out on the road?
Ahead goes the traveler, forging the path, five follow behind him.
Tormented by hunger, a pack of wolves howls at the mountain.","Whoever has grown weary of life, who would set out on the road?  
The traveler goes ahead, blazing the trail, and five follow behind.  
Tormented by hunger, the pack of wolves howls on the mountain.",,,
58,1,Aluda Ketelauri Ge,59,"„კარგს ნურას ჰნახავთ, ხევსურნო,“ ერთი დიაცი სწყრებისა. „ავაჰმე, ჩვენო სახ-კარო, ქვა-ქვაზე აღარ დგებაო, ციხეზე, ჭერხოს ბოძებზე ეხლა ყოვები სხდებაო“.","""Khevsuri, may you behold naught but evil,"" one woman curses. ""Woe is me, our house and home: not a stone is still left standing. On the upper storey pillars and the fort the crows now squat.""","""You will not see anything good, Khevsurno,"" one of the diatsi of Stskhrebi said. ""Avahme, our house-gate, no stone is built on stone anymore, on the fortress, on the roof poles, now the crows are sitting.""","""May you see no good, Khevsurians,"" a woman cries out in anger. ""Woe, our home, stone no longer stands upon stone; on the tower, on the pillars of the attic, ravens are perching now.""","“Do not expect anything good, Khevsurs,” a woman lamented. “Alas, our home and hearth, not a stone remains upon a stone; now crows are sitting on the fortress, on the pillars of the upper storehouse.”",,,
59,1,Aluda Ketelauri Ge,60,"დედა ეტყოდა ალუდას: – შვილო, იარე ნელაო, შენთან ვერ გავძლებთ ვერც მენა, ვერც შენი ცოლი ლელაო, ბალღები აგვიბოჟირდა, ხელ-ფეხ დაგვიზრა ძნელაო. ვაჰმე, რა უგზოდ დავდივართ, ვაჰმე, როგორა ბნელაო! ნეტავ არ დასჭირდებაა ხევსურთა შენი შველაო?! ვის რა წყალ-ჭალა გვისტუმრებს, სად რა-რა დავილევითა? უბინო, უსახ-კარონი სხვაკანაც დავიწყევითა. ვეღარ მიუვალთ ჩვენს სახ-კარს, გაღმა შატილის ხევითა. თავის მიწა-წყლის გაწირვა ძნელი ყოფილა მეტადა; მამაკვდავს დავფერებივარ, გონი გამხდია რეტადა. მუხლებ არ მამდევს, გულშია ბნელი ჩამიდგა სვეტადა. ვაჰ, მამა-პაპის საფლავნო, კლდენო, დამდგარნო მწვეტადა!","Aluda's mother says to him, ""Son, slow down. I can't keep up, neither can Lela your wife walk fast. The children have started whimpering, our hands and feet are frozen stiff. Alas what pathless wastes we tramp, woe is me, how dark it is. I wonder, won't the Khevsuri one day perhaps require your help? Whose country is going to take us in, where will we drop when we succumb? We have no refuge and no home, everywhere else we will be cursed. Never again will we go down to our home across Shatili gorge. It has been more that I can bear to part for ever from my country. I have turned the colour of a dying man. My mind is crazed, my knees are folding, the dark is a pillar in my heart. Woe to you, our forefathers' graves, woe to you rocks, that stand so sharp!""","Mother would say to Aluda: - My son, walk slowly, neither Mena nor your wife Lela can keep up with you, our children are tired, our hands and feet are weak. Wow, how pathless we are walking, wow, how dark it is! I hope the Khevsurs don't need your help?! Whose water and brook will visit us, where will we drink? We have forgotten our home, the faceless caron and other people. We can't reach our home, like the Shatili ravine on the other side. It was very difficult to sacrifice our land and water; I am saddened by the death of my father, my mind has become dull. My knees do not bend, a dark pillar has settled in my heart. Wow, the graves of my father and grandfather, the stones, the standing pillars!","Mother would say to Aluda: ""My son, walk slowly,
Neither I nor your wife Lela can keep up with you,
The children have grown restless, their limbs frozen hard.
Alas, how pathless we wander, alas, how dark it is!
Will the Khevsurians not need your help anymore?
What riverbanks will host us, where will we waste away?
Homeless and hearthless, we shall perish elsewhere too.
We can no longer reach our home, across the Shatili valley.
To forsake one's own land is harder than anything;
I have turned the color of the dying, my mind is reeling.
My knees fail me, darkness has risen like a pillar in my heart.
Oh, graves of our forefathers, oh, sharp-peaked rocks!""","Mother would say to Aluda:  
– My son, walk slowly; neither I nor your wife, Lela, can endure with you. The children have become restless, and the hard life has frozen our hands and feet. Alas, how roadless we wander, alas, how dark it is! Would that the help of your Khevsurs were not needed! What stream or meadow will shelter us, where shall we spend our days? Homeless, without hearth or door, we have become accursed even elsewhere. We can no longer reach our home and gate, beyond the Shatili gorge. To give up one’s native land has proved far too hard; I have become like the dying, my mind turned to confusion. My knees no longer carry me, and in my heart a pillar of darkness has been set. Ah, graves of fathers and forefathers, cliffs standing sharp and pointed!",,,
60,1,Aluda Ketelauri Ge,61,"ჯავრობით ეტყვის ალუდა: – დიაცნო, ნუ ხართ ყბედადა, მოდით, მამყევით, ვიდინოთ, ღმერთმ ეს გვარგუნა ბედადა, ჯვარს არ აწყინოთ, თემს ნუ სწყევთ, ნუ გადიქცევით ცეტადა!","Aluda says to them angrily, ""Women, stop your idle chatter. Come, follow me, let's move on. God has appointed this as our lot. Don't curse the village, lest the shrine be roused to wrath. Have some sense""","Aluda will say with a loud voice: - Diatsno, don't be a fool, come, follow me, let's go, God has made this our tribe, don't offend the cross, don't curse the community, don't run away from the city!","With bitterness Aluda says: – Women, do not be chattering, come, follow me, let us journey on, God has granted this as our fate, do not offend the Cross, do not curse the community, do not lose your wits!","Aluda says angrily:  
– Women, do not be so talkative; come, follow me, let us go. God has granted this to us as our fate; do not offend the cross, do not curse the community, do not turn into fools!",,,
61,1,Aluda Ketelauri Ge,62,"ერთხელ მაუნდა ალუდას, ერთხელ მობრუნვა თავისა: „მშვიდობით, საჯიხვეებო, გამახარელნო თვალისა! მშვიდობით, ჩემო სახ-კარო, გულში ამშლელო ბრალისა! მშვიდობით, ჩვენო ბატონო, ყმათად მიმცემო ძალისა!“","Only once did Aluda want to turn his head, only once. ""Farewell, mountains, joy of my eyes, peaks where only the wild goats live. Farewell, my home, peace be with you, you stir such pity in my breast. Farewell, spirit of our shrine, who gives such power to the men who serve you.""","Once he bowed to Aluda, once he turned his head: ""Farewell, you who delight my eyes! Farewell, my friend, who removes the guilt from my heart! Farewell, our master, who gives me strength as a slave!""","Once Aluda desired to turn his head one last time: “Farewell, haunts of the ibex, gladdeners of the eye! Farewell, my home and hearth, stirrer of sorrow in the heart! Farewell, our Lord, giver of strength to your servants!”","Once Aluda had to turn back, once to turn himself around: “Farewell, you cliffs of the mountain pasture, joy of my eyes! Farewell, my home and hearth, you who stir up guilt within my heart! Farewell, our lord, you who grant power to the serfs!”",,,
62,1,Aluda Ketelauri Ge,63,"გაწირეს მგზავრთა სამუდმოდ წყალი და მიწა თავისა. შტერად დამდგარან მთის წვერნი, ისმის ხვივილი ქარისა. გადვიდნენ, ქედი გადავლეს, თხრილი აღარ ჩანს კვალისა. ერთი მაისმა შორითა მწარე ქვითინი ქალისა.","Now the travellers had left forever the land and waters of their birth. The mountain peaks seem blank bystanders, only the wind's hoarse howl resounds. They crossed the ridge to the other side, the tracks that they gouge in the snow have vanished, the only sound that still is heard is the sound of a woman's bitter sobbing.","They sacrificed the travelers' water and land forever. The mountain peaks stood as a barrier, the howling of the wind was heard. They left, they crossed the ridge, the ditch was no longer visible. One May heard the bitter cry of a woman in the distance.","The travelers have forever forsaken their own land and water. The mountain peaks stand dazed, the howling of the wind is heard. They have passed, crossed the ridge, and no trace of their path remains. Only the bitter sobbing of a woman was heard from afar.","They have condemned the travelers forever to water and to their own land.  
The mountain peaks stand motionless, and the whistling of the wind is heard.  
They have crossed over, they have passed the ridge; no trace of the ditch is visible.  
From afar, May heard the bitter sobbing of a woman.",,,
63,2,Host And Guest Ge,1,"I. ღამის წყვდიადში ჩაფლული, გამტკნარებულის სახითა, მოსჩანს ქისტეთის მიდამო სალის კლდეების ტახტითა. ბნელს ხევზე მოჰყეფს მდინარე, გულამღვრეული ჯავრითა. გადმოხრილიყვნენ მთანიცა, ხელ-პირს იბანდენ წყალზედა; ბევრი მომკვდარა მათს მკერდზე, სისხლს ვერ იხდენენ ტანზედა; ძმის მკვლელის სისხლი სწყურია, კაცი რომ მოდის გზაზედა. გზას ვამბობ, თორემ რა გზაა, ვიწრო ბილიკი კლდეზედა? სავალად მეტად ძნელია, ფეხს ძლივ აცილებს ფეხზედა. გაღმა სჩანს ქისტის სოფელი არწივის ბუდესავითა, – საამო არის საცქერლად დიაცის უბესავითა. სოფლის თავს სძინავს შავ ნისლსა დაფიქრებულის სახითა. ყურს უგდებს არე-მარესა, გულ-ლაღობს სანახავითა.","I. Buried in the gloom of night, cold and pallid to behold, the Chechen country seems to be the bare rocks' throne. Below in the dark gorge the river roars, seething inwardly with wrath. The mountains had bent down to wash their hands and faces in the flood; many a man had died on their slopes, they couldn't bear the feel of blood. They thirst for fratricidal blood and a man is approaching on the track. Track, I said, but hardly that; a narrow trail along the rocks. Hard to walk, it barely leaves room for foot to follow foot. Yonder appears the Chechen village, an eagle's nest, as beautiful to look at as a woman's breasts. Over the village a black mist sleeps, deeply sunken in its thoughts, listening to the land around, rejoicing in the things it sees.","I. Hidden in the darkness of the night, in the form of a shriveled one, the Kisteti region is visible from the throne of the Sali rocks. A river flows through the dark ravine, with a raging torrent. The mountains have bent down, washing their hands and faces in the water; Many dead people are on their chests, they cannot wash the blood from their bodies; The blood of the murderer of his brother is thirsty, when a man comes on the road. I say the road, otherwise what is the road, a narrow path on the rocks? It is very difficult to walk, one can hardly move one's foot from the other. On the other side, the village of Kist is visible like an eagle's nest, - it is beautiful with the unspoken voice of the diatsi. The head of the village sleeps in a black mist, like a thoughtful person. He listens to the surroundings, his heart is filled with wonder.","I. Shrouded in the darkness of night, with a wan and ghostly face,
The land of Kisteti appears, enthroned upon sheer cliffs.
In the dark gorge, the river barks, its heart muddied with grief.
The mountains, too, have leaned over, washing their hands and faces in the water;
Many have died upon their breasts, they cannot cleanse the blood from their bodies;
They thirst for the blood of a brother-killer, the man who travels the road.
I call it a road, but what road is it? A narrow path upon the rock.
It is a difficult way to tread, one can hardly set one foot before the other.
Across the way, the Kist village is seen, like an eagle’s nest—
Pleasant to behold, like a woman’s bosom.
Above the village, a black mist sleeps with a pensive look.
It listens to the surroundings, its heart gladdened by the sight.","I. In the darkness of night, sunk as if in a state of numbness,  
the region of Khevsureti appears, with the throne of rocky cliffs.  
Over the dark ravine the river barks, with a heart-tormenting fury.  
Even the mountains have leaned down, washing face and hands in the water;  
many have died upon their breast, and they cannot wash the blood from their bodies;  
it thirsts for the blood of a brother’s killer, for the man who comes along the road.  
I say “road,” though what road is it, but a narrow path upon the cliff?  
It is very hard to traverse, one foot barely clearing the other.  
Across the way the Kist village is visible, like an eagle’s nest,  
—pleasant to behold, like a woman’s bosom.  
At the head of the village sleeps beneath black mist, with the look of deep thought.  
It listens to the surroundings, rejoicing in the sight.",,,
64,2,Host And Guest Ge,2,"სტუმარი ცოტა ხანისა ხვალ სხვაგან წავა აქითა. წავა, გადივლის გორებსა, ქედებსა ყინულიანსა; აბნელებს, უხილავად ჰქმნის ქვეყანას ხილულიანსა. თუ მონადირეს ატირებს, გზა-დაკარგულსა კლდეშია, ალაღებს მგელსა და ქურდსა, მოარულთ სიბნელეშია.","But tomorrow this passing guest moves on from here to other scenes; it will depart and cross the hills and the ridges gripped in ice, darkening the land as it conceals what was visible from the eyes. Or it will make the hunter weep when he finds he is lost in the rocks, and it will gladden wolves and thieves prowling and roaming in the dark.","The guest will leave here for a while tomorrow. He will go, passing through the hills, the icy ridges; He darkens, making the visible world invisible. If he makes the hunter cry, he is lost in the rock, he is the wolf and the thief, he is in the darkness of those who walk.","A guest for a short while, tomorrow it will depart from here. It will go, crossing hills and icy ridges; it brings darkness, making the visible world invisible. If it makes the hunter weep, lost among the cliffs, it emboldens the wolf and the thief, who roam in the darkness.","The guest will soon go elsewhere from here tomorrow. He will go, crossing the icy hills and ridges; he darkens, making the visible world invisible. If he makes the hunter weep, lost on the road in the cliffs, he exalts the wolf and the thief, those who roam in the darkness.",,,
65,2,Host And Guest Ge,3,"II. ზევიდამ ვინღაც უცნობმა კლდის ლოდი გადმოაგორა, მგზავრმა შეჰხედა პირ-აღმე, წინ უდგას მაღალი გორა. ყურს უგდებს… ცოტა ხანს შემდეგ მოესმა ქვიშის ჩხრიალი. მგზავრი სიათას იმარჯვებს: მტერი არ იყოს ტიალი. შესცქერის გაფაციცებით ფეხზე შემდგარის თოფითა, ჰხედავს, რომ მოალაჯუნებს კაცი ორ-კაპის ჯოხითა. შავი რამ მოსთრავს პირ-თავქვე, ქვიშა ქანავდა იმითა. არას ამბობდა უცნობი, სიტყვა არ მოსდის პირითა. უპრჭყვინავს სალტა თოფისა, ვით წვიმის ცვარი დილითა.","II. Someone unknown to him has sent a boulder tumbling from above. The traveller gave an upward glance, before him rose a mighty hill. He listens... and a little later he hears the crunch of trodden sand; the traveller makes his flint gun ready, lest this be a foe at large. Harder he stares, all eyes and ears, propping his rifle on the ground. He sees a man come striding down, a cleft-handled stick is in his hand. Something black he dragged downhill and ploughed a furrow in the sand. The stranger said nothing, not a sound came from his lips. The metal band that bound the barrel of his gun shone like a drop of morning rain.","II. Zevida Some stranger rolled a boulder from the rock, the traveler looked up and down, a high hill stood ahead. He listened… After a while, he heard the rustling of sand. The traveler was overcome with fear: the enemy must not be a tyrant. He looked at the man standing with his rifle, and saw that a man was beating him with a two-legged stick. Something black was smeared on his face and head, sand was being thrown with it. The stranger said nothing, no words came out of his mouth. The muzzle of the rifle sparkled, like the dew of rain in the morning.","II. From above, someone unknown rolled down a boulder; the traveler looked upward, a high hill standing before him. He listens… a moment later, he heard the rustling of sand. The traveler readies his *siata* rifle: lest it be a wretched foe. He gazes intently, standing ready with his gun; he sees a man trudging down with a forked staff. Something black descends headlong, causing the sand to shift. The stranger said nothing, not a word escaped his lips. The band of his rifle glitters like the morning dew.","II. From above, some unknown person rolled down a stone from the cliff; the traveler looked up and saw a high hill standing before him. He listens… after a little while he heard the rustling of sand. The traveler quickly readies himself: may it not be an enemy. He watches intently, standing with his gun, and sees a man trudging along with a two-pronged stick. Something black is being dragged headfirst, and the sand was shifting with it. The stranger said nothing; no word came from his mouth. The gun’s metal ring glints, like morning dew in the rain.",,,
66,2,Host And Guest Ge,4,"– ვინ ხარ, რა სულიერი ხარ, რას იარები ამ დროსა?","""Who, what sort of creature are you, why are you abroad at this hour?""","– Who are you, what kind of spirit are you, what are you doing these days?","– Who are you, what manner of being are you, why do you wander at this hour?","– Who are you, what kind of spirit are you, and why are you wandering around at this time?",,,
67,2,Host And Guest Ge,5,"– ვინ გინდა? მონადირე ვარ, კაცს შენ ვერ გხედავ სანდოსა.","""What do you think? I am a hunter. I can't see why I should trust in you.""","– Who do you want? I'm a hunter, you don't see a man you can trust.","– Who do you want? I am a hunter, I do not see you as a man to be trusted.",– Who do you want? I am a hunter; I do not see you as a trustworthy man.,,,
68,2,Host And Guest Ge,6,"– რაობით სანდო არა ვარ? სიტყვას რად ამბობ მცდარესა? ვითომ, რომ დავხეტიალობ შენებრ ამ კლდიან მხარესა? მეც მონადირე გახლავარ, დღეს კი ვეხეტე უბრალოდ.","""Why should I seem unworthy of trust? Why say things that are untrue? I am wandering, am I not, just like you in these rocky parts? I too am a hunter if you please; today I have roamed about in vain.""","– How can I not be trusted? Why do you say that I am a liar? As if I would wander like you on this rocky side? I was also a hunter, but today I simply wandered.","– In what way am I not to be trusted? Why do you speak such false words? Just because I roam like you through these rocky lands? I too am a hunter, though today I was merely wandering.","– Why am I not trustworthy? Why do you speak a false word? As if I were wandering, like you, on this rocky side? I too am a hunter; today I was just roaming about.",,,
69,2,Host And Guest Ge,7,"– წესია მონადირისა, ხომ მაინც დაჰრჩი უვალოდ?","""Is it usual for a hunter to be as empty-handed as you are?""","– It's the hunter's rule, you still have to pay, right?","– It is the hunter's rule; you are clear of debt now, are you not?","– It is the hunter’s rule, isn’t it? You still remained unattended, after all?",,,
70,2,Host And Guest Ge,8,"– ესეც ვალია, ძმობილო, ძლივსღა დავათრევ ფეხებსა, სულ დავიარე ჭიუხი, არა ვსტოვებდი ხევებსა. ზედ შავი ნისლი ჩამოწვა, ნიავი მოსცა ძლიერი, ხევებით შემომღმუოდა, როგორაც მგელი მშიერი. თვალწინ გზას ვეღარ ვირჩევდი, კლდეზე გადვარდნას ვლამობდი, ხამად ვარ, გეზი არ ვიცი, ამით ძლიერა ვწვალობდი.","""I've plenty, brother, on my hands, it's all I can do to keep on my feet, I've walked every yard of the rocky screes and not left the gorges for a moment. A black mist hung over the higher slopes, a mighty wind sprung up and howled through the ravines like a starving wolf. I couldn't see the path in front, I felt like falling onto the rocks. I'm foxed, I don't know where to turn, that is what has troubled me.","– This is also my duty, my dear, I could barely drag my feet, I walked all over the valley, not leaving the ravines. A black fog settled over me, a strong breeze blew, it chased me through the ravines, like a hungry wolf. I could no longer choose the path in front of me, I was afraid of falling off a cliff, I am helpless, I don't know the way, I was struggling so hard.","– This too is a duty, brother, I can barely drag my feet; I have roamed all the crags, leaving no gorge unvisited. A black mist settled over them, a powerful wind blew, howling at me through the ravines like a hungry wolf. I could no longer see the path before my eyes, I was on the verge of falling from the cliffs; I am a stranger here, I know not the way, and I suffered greatly for it.","– This too is a burden, my brother, I can barely drag my feet; I have traversed the whole rugged mountain, I did not leave the ravines unvisited. A black mist descended over it, and a strong wind arose; it howled at me through the ravines like a hungry wolf. I could no longer choose the road before my eyes, I was trying not to fall off the cliff; I am a stranger, I do not know the way, and this greatly tormented me.",,,
71,2,Host And Guest Ge,9,"ბევრგან დავაფრთხე ნადირი, ცხადად ფეხის ხმა მესმოდა, ან როცა გადაფრენილის ჯიხვის რქა კლდეებს ესმოდა. ის იყო გულის საკლავი, თვალით ვერაფერს ვხედავდი, სროლას, ან მოკვლას ვინ იტყვის, წინ სვლას ვეღარა ვბედავდი.","I startled game in many places, I clearly heard the sound of their hooves or of horns when a wild goat touched against the rocks as it leapt across. This was enough to break my heart, I couldn't make anything out with my eyes. Never mind firing or killing now, I hardly dared to move a step.""","I have hunted game in many places, I could clearly hear the sound of footsteps, or when the horn of a flying stag echoed through the rocks. It was a heart-wrenching sight, I could see nothing with my eyes, who can say whether to shoot or kill, I dared not move forward.","In many places, I startled the game; I could clearly hear the sound of their footsteps, or the clatter of a leaping ibex's horn against the rocks. It was heart-rending; I could see nothing with my eyes. Let alone shooting or killing—I no longer even dared to move forward.","I frightened the game in many places; I could clearly hear the sound of footsteps, or when the horn of a flying chamois echoed among the cliffs. It was heart-rending; I could see nothing with my eyes, and who could speak of shooting or killing—I no longer dared to move forward.",,,
72,2,Host And Guest Ge,10,"უცნობი ახლოს მივიდა, შორი-ახლოსა მდგომარე, „გამარჯვებაო“ მისძახა, „ნუ სჩივი, ნუ ხარ მწყრომარე“.","The stranger approached him somewhat nearer, standing just a little way off. ""Greetings, then"", he called out to him, ""don't complain, do not be angry.""","The stranger approached, standing a short distance away, and called out, ""Victory!"" ""Don't complain, don't be a whiner.""","The stranger drew near, standing close by; he called out ""Victory!"" to him, ""Do not lament, do not be wrathful.""","The unknown one came close, standing near yet far, and called out, “Victory to you,” “Do not complain, do not be wrathful.”",,,
73,2,Host And Guest Ge,11,"– შენც გაგიმარჯოს, ძმობილო, ჰხოცო ნადირი მხტომარე.","""Greetings to you, brother, in return: long may you kill the leaping game.""","– May you also be blessed, my dear, by killing the jumping game.","– Hail to you too, brother, may you slay the leaping game.","– Cheers to you too, brother, may the leaping beast be slain.",,,
74,2,Host And Guest Ge,12,"– აი ნადირი, რას სჩივი? – უჩვენა ჯიხვი რქიანი, მკვდარი, რქებ-გადაგდებული, დადუმებული, ჭკვიანი. – თუ გინდა ეხლავ გავიყოთ, როგორც ამხანაგთ, ორადა, ჩიჩქიც არ მინდა მე მეტი, გავინაწილოთ სწორადა. ამაღამ ჩემთან წამოდი, სახლი არ მიდგა შორადა. სადაური ხარ, ძმობილო? სახელიც მითხარ შენია. ნუ სწუხარ, საზრდო შენთვისაც დღეს უფალს გაუჩენია. წილი გდებია შენაცა ამ ჩემგან მოკლულს ჯიხვშია. რად გიკვირს, არ გეხუმრები, არც გეფერები პირშია. მაშ, თუ ეს ასე არ არის, რად შამეფეთე ამ დროსა?! შაჰრცხვეს, ჩემ თავად, ვინც შენა ნაწილი დაგიკარგოსა. რა გქვიან? სახელი მითხარ, ხევსური სჩანხარ იერით.","""There's game right here, why complain?"" he pointed to a horned wild goat, lying dead, its horns curved back, the cunning beast now silenced for good. ""If you like, let's now divide it as between comrades, the two of us. All I want is a tiny bit, let's carve it up the proper way. Tonight you'll come and stay with me, I have my house not far from here. Brother, where are you from? Say your name. Do not be sad: today the Lord has, it seems, provided for you. Part of the wild goat that I've killed is allotted for you to take. What astounds you? I am not mocking or deceiving you. Well, if things are not what they seem, how have we stumbled on one another? Shame on him, I say, who lets you go off without your share. What's your name? Tell me your name. You have the look of a Khevsuri.""","– Here is the game, what are you complaining about? – The deer showed him a horned, dead, hornless, silent, intelligent one. – If you want to divide it now, like comrades, I don’t want any more, I don’t want any more, let’s divide it fairly. Come to me tonight, my house is not far away. Where are you, my dear? Tell me your name. Don’t worry, the Lord has prepared food for you today too. You too have a share in this deer that I killed. Why are you surprised, I’m not joking, I’m not even flattering you. So if that’s not the case, why are you so proud of me at this time?! Shame on you, my lord, for losing a part of you. What is your name? Tell me your name, you look like a Khevsuri.","– Here is the beast, what is your grievance? – He showed the horned ibex, dead, its horns cast back, silent and wise.
– If you wish, let us divide it now, like comrades, in two; I want not a scrap more, let us share it fairly.
Come with me tonight, my house is not far. Where are you from, brother? Tell me your name.
Do not be troubled, the Lord has provided sustenance for you as well today. You have a share in this ibex I have slain.
Why are you surprised? I am not jesting, nor am I flattering you to your face. If it were not so, why would you have crossed my path at such a time?!
Shame on me, if I should deny you your portion. What is your name? Tell me your name; you look like a Khevsur by your appearance.","“Look, beast, what are you complaining about?” he pointed to the horned, dead, horn-cast-off, silent, wise chamois. “If you want, let’s divide it right now, as comrades, into two; I don’t want even a shred more than my share, let’s split it fairly. Come with me tonight; my house isn’t far away. Where are you from, brother? Tell me your name too. Don’t worry, God has provided food for you today as well. You too have a share in this chamois I killed. Why are you surprised? I’m not joking, nor am I flattering you to your face. Then if that isn’t so, why did you frighten me at this time?! Shame on whoever, for my sake, would deprive you of your portion. What are you called? Tell me your name; by your appearance you seem to be a Khevsur.”",,,
75,2,Host And Guest Ge,13,"– ნუნუა მქვიან, ძმისაო, გადმოხვეწილი ჭიელით, – იცრუა ზვიადაურმა, თვისი სახელი დამალა. რა ქნას? მის სახელს იცნობენ, ქისტებს ბევრს სისხლი ავალა; ბევრს ქისტს მოაჭრა მარჯვენა, უდროდ საფლავში ჩალალა.","""Brother, my name is Nunua, I came from Chieli not long ago."" Zviadauri was lying, he had concealed his proper name. He had no choice, his name was known, much Chechen blood cried out for vengeance. Many Chechen right hands he had severed. many Chechens he had despatched to untimely graves.","“My name is Nunua, brother, with a twisted worm,” Zviadauri lied, hiding his name. What can he do? His name is known, he has shed blood on many a cyst; he has cut many a cyst with his right hand, he has gone to an untimely grave.","""My name is Nunua, brother, an exile from Chieli,"" lied Zviadauri, hiding his name. What could he do? They knew his name; he had shed much Kist blood; he had severed the right hands of many Kists and sent them to an early grave.","“— My name is Nunua, brother, from Chieli, an exile,” Zviadauri lied, hiding his own name. What could he do? They know his name; he has shed the blood of many Kists; he has cut off the right hand of many a Kist and sent them untimely to the grave.",,,
76,2,Host And Guest Ge,14,"– შენი სახელიც მასწავლე, ჩემი ხომ გითხარ მართლადა.","""Tell me your name, since I have told you my real name.""","- Teach me your name too, you told me mine, right?","– Teach me your name as well, for I have truly told you mine.","– Teach me your name too, since I’ve truly told you mine.",,,
77,2,Host And Guest Ge,15,"– ჯოყოლა მქვიან, ძობილო, ალხასტაისძე გვარადა; არ მოგვიხდება, ერთურთში სიტყვა ვიუბნოთ მცდარადა. სახლი აქ ჯარეგას მიდგა, ქავი და ციხე კარადა. ამაღამ ჩემთან წამოდი, მე გაგიძღვები თავადა. თუ კარგად არ დაგიხვდები, არც დაგიხვდები ავადა. ხვალ თითონ იცი, ძმობილო, საითაც გინდა, იარე. ზოგს მე გიამბობ ჩემს დარდსა, ზოგიც შენ გამიზიარე.","""Brother, my name is Joqola, my clan Alkhasta. We shan't have to tell each other any lies. My house is here at Jarega, behind its fortified stone wall. This night you'll come and stay with me, I myself shall lead the way. Though I might not be the best, I shan't be the worst of hosts. Tomorrow, brother, you'll do what seems best, go where you want. I shall tell you of my worries and you can tell me some of yours.""","– My name is Jokola, my dear, my family name is Alkhastaisdze; we will not speak a word to each other, for we are not mistaken. The house here is close to Jarega, the stone and the castle are a closet. Come with me tonight, I will guide you, my lord. If I do not welcome you well, I will not welcome you sick either. Tomorrow you know for yourself, my dear, go wherever you want. I will tell you some of my sorrows, and you will share them with me.","– Joqola is my name, brother, Alkhastaisdze by surname;
It would not befit us to speak false words to one another.
My house stands here in Jarega, with stone walls and a fortress gate.
Come with me tonight; I shall lead the way myself.
If I cannot host you grandly, I shall certainly not host you poorly.
Tomorrow, brother, you may go wherever you wish.
I will tell you of my sorrows, and you shall share yours with me.","– My name is Jqhola, brother, son of Alkhastai by lineage;  
it would not be fitting for us to speak to one another in error.  
My house stands here at Jarega, with roof and fortress as its gate.  
Come with me tonight, and I myself will lead you.  
If I do not receive you well, then I shall not receive you badly either.  
Tomorrow, you know for yourself, brother, go wherever you wish.  
I will tell you some of my sorrow, and you will share some of yours with me.",,,
78,2,Host And Guest Ge,16,"– საცა არ მიხნავ, ძმობილო, იქ ვმკო – ეს სადაურია? ყელი მოგიჭრავ ჯიხვისთვის, ფეხებიც ჩატყაულია. გესტუმრო, უარს არ გეტყვი, გიშველი ჯიხვის ზიდვასა, წილს კი არ მოგთხოვ, იცოდე, თავს არა ვკადრებ იმასა.","""Brother, where I haven't ploughed, how can I reap? That's never done. I see you've cut the wild goat's throat and skinned its feet. I shan't refuse to stay with you. I shall help to lug the goat. But I'll not ask, I'd have you know, for any bit. I should not venture to do that.""","– Why don't you plow, my dear, I'll plow there – what's the point? I'll cut your throat for the yoke, my legs are also tied. I won't refuse you a visit, I'll help you pull the yoke, but I won't ask for a share, you know, I'm not capable of that.","– To reap where I have not plowed, brother—what kind of custom is that? You have slit the ibex's throat, and its legs are already skinned. If I visit you, I will not refuse; I will help you carry the beast, but I will not ask for a share, mark my words; I would never stoop to such a thing.","– “Where I haven’t plowed, brother, there I reap” — where is that from? I’d cut your throat for a chamois; even its legs are broken. If I come to visit you, I won’t refuse, I’ll help you carry the chamois, and I won’t ask for a share, know that—I wouldn’t stoop to that myself.",,,
79,2,Host And Guest Ge,17,"შამოატყავეს ნადირი, წავიდნენ ჯარეგაშია, ბევრი იუბნეს ამბავი, ერთურთს გაეცნენ გზაშია.","They skinned the beast, left for Jarega, told many stories as they went and got to know each other well.","They hunted game, went to Jarega, told many stories, and got to know each other on the way.",They skinned the beast and set off for Jarega; they shared many stories and became acquainted on the way.,"They skinned the beast, they went to Jarega,  
they talked a lot, and on the road they got to know one another.",,,
