Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
3,Bul Bulgarian Cultural,4,"Във видеообръщения, към присъстващите в закритата галерия на Българския културно-информационен център се обърнаха Директорите на Народната библиотека Калина Иванова и Държавна агенция „Архиви” Михаил Груев, както и Милен Михов, куратор и един от съставителите на документалната изложба.","In video messages, National Library Director Kalina Ivanova, State Archives Agency Chair Mihail Gruev, and Milen Mihov, curator and one of the organizers of the documentary exhibition, addressed the guests present at the gallery of the Bulgarian Cultural and Information Centre.","In video addresses, the Directors of the National Library Kalina Ivanova and the State Archives Agency Mihail Gruev, as well as Milen Mihov, curator and one of the compilers of the documentary exhibition, addressed those present in the closed gallery of the Bulgarian Cultural and Information Center.","In video addresses, those present in the indoor gallery of the Bulgarian Cultural and Information Center were addressed by the Director of the National Library, Kalina Ivanova, and the Director of the State Archives Agency, Mikhail Gruev, as well as Milen Mihov, curator and one of the compilers of the documentary exhibition.","In video addresses, the attendees in the enclosed gallery of the Bulgarian Cultural and Information Center were addressed by the Directors of the National Library, Kalina Ivanova, and the State Agency “Archives,” Mihail Gruev, as well as Milen Mihov, curator and one of the compilers of the documentary exhibition.",,,
3,Bul Bulgarian Cultural,5,"В експозицията са включени над 130 документа – протоколи, писма, телеграми, възвания, удостоверения и други, които илюстрират подготовката, хода, потушаването и последствията от Априлското въстание. Те разкриват и международния отзвук от въстанието, като важни са и османотурските документи, които показват гледната точка на местната и централната османска власт. Изложбата представя както познати, така и малко известни документи, част от които се показват за първи път. Тя проследява събитията във всички революционни окръзи, ролята на българската емиграция и международния отзвук от въстанието, а Скопие е първото място, извън България, където тя е представена.","The exhibition features more than 130 documents, including protocols, letters, telegrams, appeals, certificates, illustrating the preparation, course, suppression and consequences of the April Uprising. The documents also reveal the international response to the uprising, while the Ottoman documents included in the exhibition provide insight into the perspective of the local and central Ottoman authorities. The exhibition presents both well-known and lesser-known documents, some of which are being displayed for the first time, tracing the events in all revolutionary districts, the role of the Bulgarian emigre community and the international reaction to the uprising.","The exhibition includes over 130 documents – protocols, letters, telegrams, summonses, certificates and others, which illustrate the preparation, course, suppression and consequences of the April Uprising. They also reveal the international repercussions of the uprising, and important are the Ottoman-Turkish documents, which show the point of view of the local and central Ottoman authorities. The exhibition presents both well-known and little-known documents, some of which are being shown for the first time. It traces the events in all revolutionary districts, the role of Bulgarian emigration and the international repercussions of the uprising, and Skopje is the first place outside of Bulgaria where it is presented.","The exhibition includes over 130 documents – minutes, letters, telegrams, proclamations, certificates, and others – which illustrate the preparation, course, suppression, and consequences of the April Uprising. They also reveal the international response to the uprising, with Ottoman Turkish documents being particularly important as they show the perspective of the local and central Ottoman authorities. The exhibition presents both well-known and little-known documents, some of which are being displayed for the first time. It traces the events in all revolutionary districts, the role of the Bulgarian emigration, and the international response to the uprising, and Skopje is the first place outside of Bulgaria where it is being presented.","The exhibition includes over 130 documents—minutes, letters, telegrams, appeals, certificates, and others—that illustrate the preparation, course, suppression, and consequences of the April Uprising. They also reveal the international response to the uprising, and the Ottoman Turkish documents are important as well, as they show the perspective of the local and central Ottoman authorities. The exhibition presents both well-known and little-known documents, some of which are being shown for the first time. It traces the events in all revolutionary districts, the role of the Bulgarian emigration, and the international response to the uprising, and Skopje is the first place outside Bulgaria where it is being presented.",,,
3,Bul Bulgarian Cultural,6,"Преди откриването на изложбата „За свободата на един народ”, която ще бъде изложена в Българския културно-информационен център в Скопие, деца от предучилищната група на неделното училище ""Здравей"" участваха в открит урок, свързан с Априлското въстание.","Skopje is the first place outside Bulgaria where it is being exhibited. Prior to the opening of the exhibition, children from the preschool group of the Zdravei Sunday school participated in an open lesson on the April Uprising.","Before the opening of the exhibition ""For the Freedom of a People"", which will be exhibited at the Bulgarian Cultural and Information Center in Skopje, children from the preschool group of the ""Zdravei"" Sunday School participated in an open lesson related to the April Uprising.","Before the opening of the exhibition ""For the Freedom of a People"", which will be displayed at the Bulgarian Cultural and Information Center in Skopje, children from the preschool group of the ""Zdravei"" Sunday school participated in an open lesson related to the April Uprising.","Before the opening of the exhibition “For the Freedom of a Nation,” which will be displayed at the Bulgarian Cultural and Information Center in Skopje, children from the preschool group of the Sunday school “Zdravey” took part in an open lesson related to the April Uprising.",,,
4,Bul Bulgaria Driving,1,"България е двигател на процесите по изграждане на свързаността в Европа, заяви президентът Илияна Йотова на форум в Ереван (04.05.2026 16:37)","Bulgaria Driving Connectivity Efforts in Europe, President Iliana Iotova Says in Yerevan (04.05.2026 17:24)","Bulgaria is a driving force in the processes of building connectivity in Europe, said President Iliana Yotova at a forum in Yerevan (04.05.2026 16:37)","Bulgaria is a driving force in the processes of building connectivity in Europe, President Iliana Iotova stated at a forum in Yerevan (04.05.2026 16:37)","Bulgaria is a driving force behind the processes of building connectivity in Europe, said President Iliana Yotova at a forum in Yerevan (04.05.2026 16:37)",,,
4,Bul Bulgaria Driving,2,"Свързаността не е само стратегически избор. Тя е гаранция за нашата обща сигурност – от икономиката до отбраната. България е не само активен партньор, но и двигател на тези процеси, заяви президентът Илияна Йотова по време на дискусиите на Осмата среща на върха на Европейската политическа общност, която се провежда в арменската столица Ереван. Това съобщиха от прессекретариата на държавния глава. Във форума под надслов „Изграждане на бъдещето: сигурност и стабилност в Европа“ участват близо 50 държавни и правителствени ръководители. Европейската политическа общност цели да насърчи политическия диалог и сътрудничеството за укрепване на сигурността, стабилността и просперитета на европейския континент.","President Iliana Iotova said that Bulgaria is playing a leading role in advancing connectivity across Europe during discussions at the Eighth Summit of the European Political Community, held in Yerevan, the presidential press service said on Monday. The forum brings together nearly 50 heads of state and government and aims to promote political dialogue and cooperation to strengthen security, stability and prosperity across the continent.","Connectivity is not just a strategic choice. It is a guarantee of our common security – from the economy to defense. Bulgaria is not only an active partner, but also a driver of these processes, said President Iliana Yotova during the discussions at the Eighth Summit of the European Political Community, which is taking place in the Armenian capital Yerevan. This was announced by the press secretariat of the head of state. Nearly 50 heads of state and government are participating in the forum under the title “Building the Future: Security and Stability in Europe”. The European Political Community aims to promote political dialogue and cooperation to strengthen the security, stability and prosperity of the European continent.","Connectivity is not just a strategic choice. It is a guarantee of our common security – from the economy to defense. Bulgaria is not only an active partner but also a driver of these processes, stated Vice President Iliana Iotova during the discussions at the Eighth European Political Community Summit, held in the Armenian capital, Yerevan. This was reported by the press secretariat of the head of state. Nearly 50 heads of state and government are participating in the forum under the theme ""Building the Future: Security and Stability in Europe."" The European Political Community aims to foster political dialogue and cooperation to strengthen security, stability, and prosperity on the European continent.","Connectivity is not just a strategic choice. It is a guarantee of our shared security — from the economy to defense. Bulgaria is not only an active partner, but also a driving force behind these processes, said President Iliyana Yotova during the discussions at the Eighth Summit of the European Political Community, which is taking place in the Armenian capital, Yerevan. This was reported by the press secretariat of the head of state. Nearly 50 heads of state and government are taking part in the forum, titled “Building the Future: Security and Stability in Europe.” The European Political Community aims to promote political dialogue and cooperation to strengthen the security, stability, and prosperity of the European continent.",,,
4,Bul Bulgaria Driving,3,"Крайно време е националните проекти да намерят място в нашата споделена географска и икономическа свързаност. Югоизточна Европа е стратегически мост между нашия континент, Азия и Близкия изток. Времето на кризи отваря нови възможности, посочи Йотова, цитирана в съобщението. В изказването си президентът е акцентирала върху проектите, свързани с енергийната и транспортната свързаност на Стария континент, в които България има активно участие.","Iotova emphasized that connectivity is not merely a strategic choice but a guarantee of shared security, from the economy to defence, adding that Bulgaria is not only an active partner but also a driving force in these processes. She stressed that the time had come for national projects to be integrated into broader geographic and economic connectivity, noting that Southeastern Europe serves as a strategic bridge between Europe, Asia and the Middle East. She pointed out that times of crisis also create new opportunities and highlighted Bulgaria’s active role in projects related to energy and transport connectivity across the continent.","It is high time that national projects find a place in our shared geographical and economic connectivity. Southeastern Europe is a strategic bridge between our continent, Asia and the Middle East. Times of crisis open up new opportunities, Yotova pointed out, quoted in the announcement. In her speech, the president emphasized the projects related to the energy and transport connectivity of the Old Continent, in which Bulgaria has an active participation.","It is high time that national projects find their place within our shared geographical and economic connectivity. Southeast Europe is a strategic bridge between our continent, Asia, and the Middle East. Times of crisis open up new opportunities, Iotova noted, as quoted in the statement. In her speech, the Vice President emphasized projects related to the energy and transport connectivity of the Old Continent, in which Bulgaria is actively involved.","It is high time for national projects to find a place in our shared geographical and economic connectivity. Southeast Europe is a strategic bridge between our continent, Asia, and the Middle East. Times of crisis open up new opportunities, Yotova said, as quoted in the statement. In her speech, the president emphasized the projects related to the energy and transport connectivity of the Old Continent, in which Bulgaria is actively involved.",,,
4,Bul Bulgaria Driving,4,"Глобалните конфликти ни научиха по трудния начин, че трябва да развием своята енергийна независимост и да диверсифицираме енергийните си източници, заяви също Йотова, като подчерта, че газовият интерконектор между Гърция и България има ключова роля за диверсификацията.","Iotova said that global conflicts have demonstrated the need to strengthen energy independence and diversify energy sources, underlining the key role of the Greece – Bulgaria gas interconnector in this effort.","Global conflicts have taught us the hard way that we need to develop our energy independence and diversify our energy sources, Yotova also said, emphasizing that the gas interconnector between Greece and Bulgaria plays a key role in diversification.","Global conflicts have taught us the hard way that we must develop our energy independence and diversify our energy sources, Yotova also stated, emphasizing that the gas interconnector between Greece and Bulgaria plays a key role in diversification.","Global conflicts have taught us the hard way that we must develop our energy independence and diversify our energy sources, Yotova also said, emphasizing that the gas interconnector between Greece and Bulgaria plays a key role in diversification.",,,
4,Bul Bulgaria Driving,5,"Държавният глава подчерта, че България беше една от първите страни, които разшириха капацитета на газовите си хранилища след газовата криза от 2022 г. Тя открои значимостта на един от най-мащабните проекти – Вертикалния газов коридор, който ще свърже Гърция, България, Румъния и Унгария. Българската част от проекта е почти завършена.","She said that Bulgaria was among the first countries to expand its gas storage capacity following the 2022 gas crisis and highlighted the importance of one of the largest initiatives, the Vertical Gas Corridor linking Greece, Bulgaria, Romania and Hungary, adding that the Bulgarian section is nearly complete.","The head of state emphasized that Bulgaria was one of the first countries to expand the capacity of its gas storage facilities after the 2022 gas crisis. She highlighted the importance of one of the largest projects - the Vertical Gas Corridor, which will connect Greece, Bulgaria, Romania and Hungary. The Bulgarian part of the project is almost complete.","The Head of State emphasized that Bulgaria was one of the first countries to expand its gas storage capacity after the 2022 gas crisis. She highlighted the significance of one of the most large-scale projects – the Vertical Gas Corridor, which will connect Greece, Bulgaria, Romania, and Hungary. The Bulgarian section of the project is nearly complete.","The Head of State emphasized that Bulgaria was one of the first countries to expand the capacity of its gas storage facilities after the 2022 gas crisis. She highlighted the significance of one of the largest projects — the Vertical Gas Corridor, which will connect Greece, Bulgaria, Romania, and Hungary. The Bulgarian section of the project is almost complete.",,,
4,Bul Bulgaria Driving,6,"Работим за разширяване на инфраструктурата за възобновяема енергия особено по крайбрежието на Черно море, както и със соларни системи, каза още Илияна Йотова, цитирана в прессъобщението. Тя изтъкна, че България е един от най-големите и последователни поддръжници на чистата и безопасна ядрена енергия, като Европейският съюз едва сега преразглежда своята позиция по въпроса.","The President also said that Bulgaria is working to expand renewable energy infrastructure, particularly along the Black Sea coast, as well as solar systems. She added that Bulgaria remains one of the strongest and most consistent supporters of clean and safe nuclear energy, at a time when the European Union is reassessing its position on the issue.","""We are working to expand the renewable energy infrastructure, especially along the Black Sea coast, as well as with solar systems,"" Iliyana Yotova was quoted in the press release as saying. She pointed out that Bulgaria is one of the largest and most consistent supporters of clean and safe nuclear energy, with the European Union only now reconsidering its position on the issue.","""We are working on expanding renewable energy infrastructure, particularly along the Black Sea coast, as well as solar systems,"" Iliana Iotova added, as quoted in the press release. She emphasized that Bulgaria is one of the largest and most consistent supporters of clean and safe nuclear energy, while the European Union is only now reconsidering its position on the matter.","“We are working to expand renewable energy infrastructure, especially along the Black Sea coast, as well as solar systems,” Iliana Iotova also said, as quoted in the press release. She emphasized that Bulgaria is one of the largest and most consistent supporters of clean and safe nuclear energy, while the European Union is only now reconsidering its position on the issue.",,,
4,Bul Bulgaria Driving,7,"Президентът открои значението на транспортната свързаност. Настояваме за ускоряване на построяването на Коридор 8, който ще свърже България, Северна Македония и Албания – на практика Адриатическо с Черно море. Това е важен не само икономически проект, но и от гледна точка на сигурността не само за региона, а и за цяла Европа, посочи Йотова. Тя подчерта, че тези проекти са важни за интеграцията на страните от Западните Балкани, като ще допринесат за двустранната свързаност, както и за транспортните артерии в цяла Европа. Президентът настоя и за развитието на Трансевропейската транспортна мрежа – мащабен проект за изграждането на инфраструктура за различен вид транспорт в Европа.","Iotova underscored the importance of transport connectivity, calling for accelerated construction of Corridor VIII, which will link Bulgaria, North Macedonia and Albania, effectively connecting the Adriatic and Black Seas. She said that the project is important not only economically but also from a security perspective for both the region and Europe as a whole. She added that such projects are key to the integration of the Western Balkans and will enhance bilateral connectivity as well as Europe’s broader transport network. The President also called for continued development of the Trans-European Transport Network.","The President highlighted the importance of transport connectivity. We insist on accelerating the construction of Corridor 8, which will connect Bulgaria, North Macedonia and Albania – in practice the Adriatic with the Black Sea. This is an important project not only economically, but also from a security point of view, not only for the region, but also for the whole of Europe, said Yotova. She emphasized that these projects are important for the integration of the Western Balkan countries, as they will contribute to bilateral connectivity, as well as to transport arteries throughout Europe. The President also insisted on the development of the Trans-European Transport Network – a large-scale project for the construction of infrastructure for different types of transport in Europe.","The President highlighted the importance of transport connectivity. We insist on accelerating the construction of Corridor 8, which will connect Bulgaria, North Macedonia, and Albania – effectively linking the Adriatic with the Black Sea. This is an important project not only economically but also from a security perspective, not just for the region but for all of Europe, Iotova pointed out. She emphasized that these projects are important for the integration of the Western Balkan countries, as they will contribute to bilateral connectivity as well as to transport arteries across Europe. The President also called for the development of the Trans-European Transport Network – a large-scale project for building infrastructure for various modes of transport in Europe.","The President highlighted the importance of transport connectivity. We are calling for the accelerated construction of Corridor 8, which will connect Bulgaria, North Macedonia and Albania — in practice, the Adriatic Sea with the Black Sea. This is an important project not only from an economic perspective, but also in terms of security not only for the region, but for all of Europe, Yotova said. She emphasized that these projects are important for the integration of the countries of the Western Balkans, as they will contribute to bilateral connectivity, as well as to transport arteries across Europe. The President also called for the development of the Trans-European Transport Network — a large-scale project for building infrastructure for different modes of transport in Europe.",,,
4,Bul Bulgaria Driving,8,"Илияна Йотова подчерта и значението на Транскаспийския транспортен коридор, който ще допринесе за свързаността между Европа и Азия. Държавният глава изтъкна колко е важно да бъде изграден още един мост над река Дунав и да се завърши транспортната връзка между Силистра и Кълъраш.","Iotova highlighted the importance of the Trans-Caspian Transport Corridor for strengthening links between Europe and Asia, and stressed the need to build another bridge over the Danube River and complete the transport link between Silistra and Calarasi.","Iliyana Yotova also stressed the importance of the Trans-Caspian Transport Corridor, which will contribute to the connectivity between Europe and Asia. The Head of State highlighted the importance of building another bridge over the Danube River and completing the transport link between Silistra and Calarasi.","Iliana Iotova also emphasized the significance of the Trans-Caspian Transport Corridor, which will contribute to the connectivity between Europe and Asia. The Head of State highlighted how important it is to build another bridge over the Danube River and to complete the transport link between Silistra and Calarasi.","Iliyana Yotova also emphasized the importance of the Trans-Caspian Transport Corridor, which will contribute to connectivity between Europe and Asia. The head of state highlighted how important it is to build another bridge over the Danube River and to complete the transport link between Silistra and Călărași.",,,
4,Bul Bulgaria Driving,9,"В изказването си президентът посочи, че България е засилила ролята на своите пристанища на Черно море. Това са проекти, важни не само за икономиката, а и за сигурността на континента, каза Йотова.","She also said Bulgaria has strengthened the role of its Black Sea ports, noting that such projects are important not only for the economy but also for the continent’s security. In addition, she pointed to the development of industrial zones around major cities to support investment and regional supply security.","In his speech, the president pointed out that Bulgaria has strengthened the role of its ports on the Black Sea. These are projects that are important not only for the economy, but also for the security of the continent, said Yotova.","In his speech, the President pointed out that Bulgaria has strengthened the role of its Black Sea ports. These are projects important not only for the economy but also for the security of the continent, Yotova said.","In his speech, the president pointed out that Bulgaria has strengthened the role of its ports on the Black Sea. These are projects that are important not only for the economy, but also for the security of the continent, said Yotova.",,,
4,Bul Bulgaria Driving,10,"България изгражда индустриални зони около големите градове за инвестиции и сигурност на регионалните доставки. Президентът изтъкна силните български позиции в развитието на новите технологии, киберсигурността и изкуствения интелект. България е една от шестте държави, избрани от Европейската комисия за изграждането на гигафабрика за изкуствен интелект.","The President highlighted Bulgaria’s strong position in emerging technologies, cybersecurity and artificial intelligence, noting that the country is among six selected by the European Commission to host an AI gigafactory.","Bulgaria is building industrial zones around major cities for investment and security of regional supplies. The President highlighted Bulgaria's strong positions in the development of new technologies, cybersecurity and artificial intelligence. Bulgaria is one of six countries selected by the European Commission to build an artificial intelligence gigafactory.","Bulgaria is developing industrial zones around major cities to attract investment and ensure the security of regional supply chains. The President highlighted Bulgaria's strong positions in the development of new technologies, cybersecurity, and artificial intelligence. Bulgaria is one of the six countries selected by the European Commission for the construction of an AI gigafactory.","Bulgaria is building industrial zones around the major cities to attract investment and ensure the security of regional supply chains. The President highlighted Bulgaria’s strong position in the development of new technologies, cybersecurity, and artificial intelligence. Bulgaria is one of the six countries selected by the European Commission to build an artificial intelligence gigafactory.",,,
4,Bul Bulgaria Driving,11,"Държавният глава постави акцент и върху значението на Многогодишната финансова рамка на Европейския съюз. Изключително важно за икономическите проекти, регионалната свързаност и развитие  е да се запази кохезионната политика и България твърдо ще настоява за това, подчерта Йотова.","Iotova also stressed the importance of the EU’s Multiannual Financial Framework, saying that preserving cohesion policy is essential for economic projects, regional connectivity and development, and that Bulgaria will firmly advocate for it.","The head of state also emphasized the importance of the Multiannual Financial Framework of the European Union. It is extremely important for economic projects, regional connectivity and development to preserve the cohesion policy, and Bulgaria will firmly insist on this, Yotova emphasized.","The Head of State also emphasized the importance of the European Union's Multiannual Financial Framework. It is of vital importance for economic projects, regional connectivity, and development to preserve the cohesion policy, and Bulgaria will firmly insist on this, Iotova emphasized.","The head of state also placed emphasis on the importance of the European Union’s Multiannual Financial Framework. It is extremely important for economic projects, regional connectivity, and development to preserve cohesion policy, and Bulgaria will firmly insist on this, Yotova stressed.",,,
4,Bul Bulgaria Driving,12,"„Вертикалният газов коридор има стратегическо значение за енергийната сигурност на Европа. Освен икономическите ползи той има и политическо значение във време на сериозни геополитически разделения и военни конфликти“, заяви президентът Илияна Йотова по-рано днес.","Earlier in the day, the head of State said that the Vertical Gas Corridor has strategic importance for Europe’s energy security, adding that beyond its economic benefits, it also carries political significance at a time of serious geopolitical divisions and military conflicts.","""The vertical gas corridor has strategic importance for Europe's energy security. In addition to its economic benefits, it also has political significance at a time of serious geopolitical divisions and military conflicts,"" President Iliana Yotova said earlier today.","""The Vertical Gas Corridor is of strategic importance for Europe's energy security. In addition to the economic benefits, it also has political significance in a time of serious geopolitical divisions and military conflicts,"" Vice President Iliana Iotova stated earlier today.","“The Vertical Gas Corridor is of strategic importance for Europe’s energy security. In addition to its economic benefits, it also has political significance at a time of serious geopolitical divisions and military conflicts,” said President Iliana Iotova earlier today.",,,
5,Bul Bulgarian Deputy,1,"Литературата е една от най-мощните форми на културна дипломация, каза заместник-министър Виктор Стоянов в Солун (06.05.2026 21:27)","Bulgarian Deputy Culture Minister Calls Literature ""One of the Most Powerful Forms of Cultural Diplomacy"" (07.05.2026 11:21)","Literature is one of the most powerful forms of cultural diplomacy, said Deputy Minister Viktor Stoyanov in Thessaloniki (06.05.2026 21:27)","Literature is one of the most powerful forms of cultural diplomacy, said Deputy Minister Viktor Stoyanov in Thessaloniki (06.05.2026 21:27)","Literature is one of the most powerful forms of cultural diplomacy, said Deputy Minister Viktor Stoyanov in Thessaloniki (06.05.2026 21:27)",,,
5,Bul Bulgarian Deputy,2,"Литературата е една от най-мощните форми на културна дипломация, каза служебният заместник-министър на културата Виктор Стоянов по време на откриването на Международния панаир на книгата в Солун, на който България е почетен гост.","Speaking at the opening of the 22nd Thessaloniki International Book Fair on Wednesday, Deputy Culture Minister Viktor Stoyanov said literature is one of the most powerful forms of cultural diplomacy. Bulgaria is the honoured country at this year's event.","Literature is one of the most powerful forms of cultural diplomacy, said Acting Deputy Minister of Culture Viktor Stoyanov during the opening of the International Book Fair in Thessaloniki, at which Bulgaria is the guest of honor.","Literature is one of the most powerful forms of cultural diplomacy, said caretaker Deputy Minister of Culture Viktor Stoyanov during the opening of the Thessaloniki International Book Fair, where Bulgaria is the guest of honor.","“Literature is one of the most powerful forms of cultural diplomacy,” said Acting Deputy Minister of Culture Viktor Stoyanov during the opening of the Thessaloniki International Book Fair, where Bulgaria is the guest of honor.",,,
5,Bul Bulgarian Deputy,3,"„Литературата изгражда доверие, насърчава разбирателството и създава трайни връзки между народите. Нашето присъствие в Солун е не само празник на българската литература – то е празник на трайното приятелство между България и Гърция. Ние не сме само най-близки съседи и надеждни съюзници в НАТО и ЕС – ние сме най-близки приятели по дух, а нашите народи споделят дълбоко уважение и обич един към друг“, отбеляза заместник-министър Стоянов в речта си.","""Literature builds trust, fosters understanding and creates lasting bonds among nations. Our presence in Thessaloniki is not only a celebration of Bulgarian literature, it is also a celebration of the enduring friendship between Bulgaria and Greece. We are not only close neighbours and reliable allies in NATO and the EU, we are close friends in spirit, and our peoples share deep mutual respect and affection,"" Stoyanov said.","""Literature builds trust, promotes understanding and creates lasting bonds between peoples. Our presence in Thessaloniki is not only a celebration of Bulgarian literature – it is a celebration of the lasting friendship between Bulgaria and Greece. We are not only closest neighbors and reliable allies in NATO and the EU – we are closest friends in spirit, and our peoples share deep respect and affection for each other,"" Deputy Minister Stoyanov noted in his speech.","""Literature builds trust, fosters understanding, and creates lasting bonds between nations. Our presence in Thessaloniki is not only a celebration of Bulgarian literature – it is a celebration of the enduring friendship between Bulgaria and Greece. We are not only the closest of neighbors and reliable allies in NATO and the EU – we are the closest of friends in spirit, and our peoples share a deep respect and affection for one another,"" noted Deputy Minister Stoyanov in his speech.","“Literature builds trust, encourages understanding, and creates lasting ties between peoples. Our presence in Thessaloniki is not only a celebration of Bulgarian literature — it is a celebration of the lasting friendship between Bulgaria and Greece. We are not only the closest neighbors and reliable allies in NATO and the EU — we are the closest friends in spirit, and our peoples share a deep respect and affection for one another,” Deputy Minister Stoyanov noted in his speech.",,,
5,Bul Bulgarian Deputy,4,"Той посочи, че за България е привилегия да бъде фокусна страна на тазгодишния форум, както и, че това „олицетворява духа на диалога и споделените културни хоризонти в нашия регион“.","He said it was a privilege for Bulgaria to be the focus country at this year's forum, adding that this ""embodies the spirit of dialogue and shared cultural horizons in our region"".","He pointed out that it is a privilege for Bulgaria to be the focal country of this year's forum, and that this ""embodies the spirit of dialogue and shared cultural horizons in our region.""","He pointed out that it is a privilege for Bulgaria to be the focus country of this year's forum, and that this ""embodies the spirit of dialogue and shared cultural horizons in our region.""","He pointed out that it is a privilege for Bulgaria to be the focus country of this year’s forum, as well as that this “embodies the spirit of dialogue and shared cultural horizons in our region.”",,,
5,Bul Bulgarian Deputy,5,"„Литературните връзки между България и Гърция са дълбоки, живи и трайни. В продължение на десетилетия нашите култури водят диалог чрез поезия, проза и превод. Гръцката поезия, със своята философска дълбочина и лирична сила, е оставила траен отпечатък върху българската литература. В същото време българските автори са намерили в гръцките читатели възприемчива и задълбочена публика“, каза още той.","Stoyanov also said: ""The literary ties between Bulgaria and Greece are deep, vibrant and enduring. For decades, our cultures have engaged in dialogue through poetry, prose and translation. Greek poetry, with its philosophical depth and lyrical power, has left a lasting mark on Bulgarian literature. At the same time, Bulgarian authors have found a receptive and thoughtful audience among Greek readers.""","""The literary ties between Bulgaria and Greece are deep, vibrant and enduring. For decades, our cultures have been engaged in dialogue through poetry, prose and translation. Greek poetry, with its philosophical depth and lyrical power, has left a lasting mark on Bulgarian literature. At the same time, Bulgarian authors have found a receptive and insightful audience in Greek readers,"" he added.","""The literary ties between Bulgaria and Greece are deep, vibrant, and enduring. For decades, our cultures have been engaged in a dialogue through poetry, prose, and translation. Greek poetry, with its philosophical depth and lyrical power, has left a lasting mark on Bulgarian literature. At the same time, Bulgarian authors have found a receptive and discerning audience in Greek readers,"" he added.","“Literary ties between Bulgaria and Greece are deep, vibrant, and enduring. For decades, our cultures have been in dialogue through poetry, prose, and translation. Greek poetry, with its philosophical depth and lyrical power, has left a lasting mark on Bulgarian literature. At the same time, Bulgarian authors have found in Greek readers a receptive and discerning audience,” he added.",,,
5,Bul Bulgarian Deputy,6,"Заместник-министърът отбеляза заслугата на личности от миналото и настоящето, сред които изброи имената на Стефан Гечев – дипломат, преводач и писател, Георги Куфов – преводач на Никос Казандзакис, Костас Варналис и други. Той отбеляза и съвременни автори като Яна Букова, Георги Господинов, Рене Карабаш, Теодора Димова и Елена Алексиева, които са превеждани на гръцки език.","The Deputy Minister highlighted the contribution of figures past and present, including diplomat, translator and writer Stefan Gechev and Georgi Koufov, who translated works by Nikos Kazantzakis and Kostas Varnalis, among others. He also mentioned contemporary authors such as Iana Bukova, Georgi Gospodinov, Rene Karabash, Theodora Dimova and Elena Alexieva, whose works have been translated into Greek.","The Deputy Minister noted the merit of personalities from the past and present, among whom he listed the names of Stefan Gechev - diplomat, translator and writer, Georgi Koufov - translator of Nikos Kazantzakis, Kostas Varnalis and others. He also noted contemporary authors such as Yana Bukova, Georgi Gospodinov, Rene Karabash, Teodora Dimova and Elena Alexieva, who have been translated into Greek.","The Deputy Minister noted the contributions of figures from the past and present, among whom he listed the names of Stefan Gechev – diplomat, translator, and writer, and Georgi Kufov – translator of Nikos Kazantzakis, Kostas Varnalis, and others. He also noted contemporary authors such as Yana Bukova, Georgi Gospodinov, Rene Karabash, Teodora Dimova, and Elena Alexieva, who have been translated into Greek.","The Deputy Minister noted the contribution of figures from the past and present, among whom he listed Stefan Gechev – diplomat, translator, and writer; Georgi Kufov – translator of Nikos Kazantzakis, Kostas Varnalis, and others. He also mentioned contemporary authors such as Yana Bukova, Georgi Gospodinov, Rene Karabash, Teodora Dimova, and Elena Alexieva, who have been translated into Greek.",,,
