,Article ID,Article Name,Paragraph,Georgian,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
53,4,Ge Original Ipn News,3,"როგორი განმარტებაც არ უნდა მოვისმინოთ, ფაქტები და ქმედებები ფაქტებად და ქმედებებად რჩება. სურათი, რომელსაც ვხედავთ, მიუღებელია, - ამის შესახებ საგარეო საქმეთა მინისტრმა, მაკა ბოჭორიშვილმა ევროკავშირის ელჩთან, პაველ ჰერჩინსკისთან შეხვედრის დასრულების შემდეგ ჟურნალისტებთან განაცხადა.","No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable, - Foreign Minister Maka Botchorishvili told reporters after a meeting with EU Ambassador Pawel Herczyński.","""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable,"" Foreign Minister Maka Bochorishvili told reporters after a meeting with EU Ambassador Pavel Herczynski.","""Regardless of the explanations we may hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable,"" stated Foreign Minister Maka Bochorishvili to journalists after her meeting with the EU Ambassador, Paweł Herczyński.","No matter what explanation we hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable,” said Foreign Minister Maka Bochorishvili to journalists after the meeting with the EU Ambassador, Pawel Herczynski, had concluded.",,,
54,4,Ge Original Ipn News,4,"მისი თქმით, ხელისუფლება ყველაზე კარგად გრძნობს, რომელი გზის გასაყარზე დგას საქართველო და რამდენად არ გვჭირდება არც ბნელი წარსული და არც მსგავსი მუქარები.","According to her, the government feels best at which crossroads Georgia is standing and how much we do not need either the dark past or similar threats.","According to him, the government feels best at which crossroads Georgia is standing and how much we do not need either the dark past or similar threats.","According to him/her, the government understands best the crossroads at which Georgia stands and how much we need neither a dark past nor such threats.","According to him, the authorities understand best at what crossroads Georgia stands and how much we need neither a dark past nor similar threats.",,,
55,4,Ge Original Ipn News,5,"„ჩვენზე, ქართველებზე და ქართველი ხალხის მიერ არჩეულ ხელისუფლებაზე უკეთ ვერავინ მიხვდება და გაიგებს, რომელ გზაგასაყარზე დგას ეს ქვეყანა. ქართველი ხალხის ნება გამოხატულია საქართველოს ხელისუფლების არჩევანში. ხელისუფლება წარმოადგენს იმ ხალხის ნებას, რომელზეც ასე ღელავენ. შესაბამისად, ხელისუფლება ყველაზე კარგად გრძნობს, რომელი გზის გასაყარზე დგას საქართველო, რამდენად სჭირდება საქართველოს უსაფრთხოებას გაფრთხილება და რამდენად გვჭირდება სტაბილურობა. რამდენად არ გვჭირდება ამ საზოგადოების პოლარიზების და რადიკალური დღის წესრიგის წახალისება. ასევე, არ გვჭირდება არც ბნელი წარსული და არც მსგავსი მუქარები“, - განაცხადა ბოჭორიშვილმა.","“No one can understand and comprehend better than us, the Georgians and the government elected by the Georgian people, the crossroads this country is at. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so worried about. Accordingly, the government feels best the crossroads Georgia is at, how much Georgia’s security needs to be cared and how much we need stability. How much we do not need to polarize this society and incite a radical agenda. Also, we do not need either the dark past or similar threats,” said Botchorishvili.","""No one can understand and comprehend better than us, Georgians and the government elected by the Georgian people, the crossroads this country is at. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so worried about. Accordingly, the government feels best at the crossroads Georgia is at, how much Georgia's security needs to be warned and how much we need stability. How much we do not need to polarize this society and encourage a radical agenda. Also, we do not need either a dark past or similar threats,"" Bochorishvili said.","""No one can understand or realize better than us—Georgians and the government elected by the Georgian people—at which crossroads this country stands. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so concerned about. Accordingly, the government feels best which crossroads Georgia is standing at, how much Georgia's security needs to be safeguarded, and how much we need stability. We do not need the encouragement of this society's polarization and a radical agenda. Furthermore, we need neither a dark past nor such threats,"" Bochorishvili stated.","“No one can understand and grasp better than us, Georgians, and the government elected by the Georgian people, at what crossroads this country stands. The will of the Georgian people is expressed in the choice of the Government of Georgia. The government represents the will of the people they care so much about. Accordingly, the government feels best which crossroads Georgia stands at, how much Georgia’s security needs caution, and how much we need stability. How much we do not need the encouragement of polarization in this society and of a radical agenda. We also do not need either a dark past or similar threats,” Bochorishvili said.",,,
56,4,Ge Original Ipn News,6,"კითხვაზე, რა იყო პაველ ჰერჩინსკის განცხადებაში მუქარის შემცველი, ბოჭორიშვილმა უპასუხა, რომ მიუღებელია ყველაფერი ის, რაც საზოგადოებაში აღვივებს პოლარიზებას.","When asked what was threatening in Pawel Herczynski’s statement, Botchorishvili replied that everything that stirs up polarization in society is unacceptable.","When asked what was threatening in Pavel Herchinsky's statement, Bochorishvili replied that anything that stirs up polarization in society is unacceptable.","When asked what was threatening in Pavel Herczynski's statement, Bochorishvili replied that anything that fuels polarization in society is unacceptable.","To the question of what was threatening in Pavel Herczynski’s statement, Bochorishvili replied that everything that stirs polarization in society is unacceptable.",,,
57,4,Ge Original Ipn News,7,"„ის განცხადებები, ქმედებები, ნაბიჯები, რომელიც ბრიუსელის მხრიდან იდგმება, ის დამოკიდებულება, რომელსაც საქართველოს ხელისუფლებასთან მიმართებაში ვხედავთ, არის მიუღებელი და მიმართულია ამ საზოგადოებაში პოლარიზაციისკენ. მიუღებელია ყველაფერი ის, რაც ჩვენს საზოგადოებაში აღვივებს პოლარიზებას და მიუღებელია რადიკალური დღის წესრიგის წახალისება“, - აღნიშნა საგარეო საქმეთა მინისტრმა.","“The statements, actions, steps that are being taken by Brussels, the attitude that we see towards the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that stirs up polarization in our society and incites a radical agenda is unacceptable,” the Foreign Minister noted.","""The statements, actions, steps that are being taken by Brussels, the attitude that we see towards the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that stirs up polarization in our society is unacceptable, and encouraging a radical agenda is unacceptable,"" the Minister of Foreign Affairs noted.","""The statements, actions, and steps being taken by Brussels, and the attitude we see toward the Georgian government, are unacceptable and aimed at polarization within this society. Everything that fuels polarization in our society is unacceptable, and the encouragement of a radical agenda is unacceptable,"" the Foreign Minister stated.","“Those statements, actions, and steps taken by Brussels, the attitude we see toward the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that fuels polarization in our society is unacceptable, and encouraging a radical agenda is unacceptable,” the Foreign Minister noted.",,,
58,4,Ge Original Ipn News,8,"კითხვაზე, მოისმინა თუ არა მან განმარტება პაველ ჰერჩინსკის მხრიდან მის განცხადებაზე, ბოჭორიშვილმა უპასუხა, რომ აქვთ მოლოდინი, რომ ბრიუსელიდან ის დამოკიდებულება იქნება, რასაც საქართველო იმსახურებს.","When asked whether she had heard an explanation from Pawel Herczyński about his statement, Botchorishvili replied that they expect that the attitude from Brussels will be what Georgia deserves.","When asked whether he had heard an explanation from Pavel Herchinsky about his statement, Bochorishvili replied that they expect that Brussels will give the attitude that Georgia deserves.","When asked whether she had received an explanation from Pawel Herczynski regarding his statement, Bochorishvili replied that they expect Brussels to show the attitude that Georgia deserves.","On the question of whether she had heard an explanation from Pawel Herczynski regarding his statement, Bochorishvili replied that they expect Brussels to show the kind of attitude that Georgia deserves.",,,
59,4,Ge Original Ipn News,9,"„როგორი განმარტებაც არ უნდა მოვისმინოთ, ფაქტები და ქმედებები ფაქტებად და ქმედებებად რჩება. სურათი, რომელსაც ვხედავთ, მიუღებელია. საქართველო არის კეთილსინდისიერი პარტნიორი! მას ევროკავშირთან მიმართებით არაფერი გაუკეთებია იმისთვის, რომ დაზიანებულიყო ევროკავშირის რომელიმე ინტერესი. შესაბამისად, ევროკავშირის მხრიდან ჩვენც მოველით, რომ ბრიუსელიდან ის დამოკიდებულება იქნება, რასაც საქართველო იმსახურებს - კეთილსინდისიერ ურთიერთობაში. ამას ვერ ვხედავთ ამ ეტაპზე და ამის გამოხატულებაა ის ნაბიჯებიც, რასაც ვხედავთ. თუ გვინდა, რომ ურთიერთობები ისევ ნორმალურ რეჟიმში გადავიდეთ, მინიმუმ ერთმანეთს პატივი უნდა ვცეთ და მინიმუმ უნდა იყოს ნდობაზე დაფუძნებული ეს ურთიერთობები, რომელსაც ასეთი განცხადებები, არყევს“, - განაცხადა მაკა ბოჭორიშვილმა.","“No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a bona fide partner! It has not done anything towards the European Union to damage any of the EU’s interests. Accordingly, we expect from the European Union that Brussels will have the attitude that Georgia deserves – in good faith relations. We do not see this at this stage and the steps we see are a reflection of this. If we want relations to return to normal, we must at least respect each other and at least these relations must be based on trust, which is shaken by such statements,” said Maka Botchorishvili.","""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a bona fide partner! It has not done anything towards the European Union to damage any of the interests of the European Union. Accordingly, we expect from the European Union that Brussels will have the attitude that Georgia deserves - in good faith relations. We do not see this at this stage and the steps we see are a reflection of this. If we want relations to return to normal, we must at least respect each other and at least these relations must be based on trust, which such statements are shaking,"" said Maka Bochorishvili.","“No matter what explanation we hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable. Georgia is a reliable partner! It has done nothing in relation to the European Union to damage any of the EU's interests. Accordingly, we also expect from the EU side that Brussels will show the attitude Georgia deserves in a good-faith relationship. We do not see this at this stage, and the steps we are witnessing are an expression of that. If we want relations to return to a normal course, at the very least we must respect each other, and these relations must be based on trust—which such statements undermine,” stated Maka Botchorishvili.","“Whatever explanation we may hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable. Georgia is a good-faith partner! It has done nothing in relation to the European Union to harm any EU interests. Accordingly, we also expect from the European Union that the attitude from Brussels will be what Georgia deserves — in a good-faith relationship. We do not see that at this stage, and the steps we are seeing are a reflection of that. If we want relations to return to a normal mode, at the very least we must respect one another, and at the very least these relations must be based on trust, which such statements undermine,” Maka Bochorishvili said.",,,
60,4,Ge Original Ipn News,10,"ცნობისთვის, საქართველოში ევროკავშირის ელჩ პაველ ჰერჩინსკისა და საგარეო საქმეთა მინისტრ მაკა ბოჭორიშვილს შორის დღეს შეხვედრა გაიმართა. პაველ ჰერჩინსკის შეხვედრაზე დაბარება მის მიერ გაკეთებულ განცხადებას უკავშირდებოდა. შეგახსენებთ იმასაც, რომ ევროკავშირის ელჩმა საქართველოში პაველ ჰერჩინსკიმ ბრიუსელში, ევროპის საგარეო ქმედებათა სამსახურში, სადაც დოკუმენტური ფოტოგამოფენა „საქართველო ფოკუსში“ გაიხსნა, აღნიშნა, რომ საქართველო სწორ ტრაექტორიაზე აღარ იმყოფება. ელჩის თქმით, „ხელისუფლებამ აირჩია ალტერნატიული, ავტორიტარიზმის მოდელი და საქართველოს ევროკავშირს აშორებს“.","Maka Botchorishvili met with the EU Ambassador to Georgia, Pawel Herczyński, at the Palace of Ceremonies. The summoning of Pawel Herczyński to the meeting was related to a statement he made at the documentary photo exhibition “Georgia in Focus” in Brussels at the European External Action Service, where he noted that Georgia was no longer on the right trajectory. According to the ambassador, the government has chosen an alternative, authoritarian model and is distancing Georgia from the European Union.","For your information, a meeting was held today between the EU Ambassador to Georgia, Pavel Herczynski, and the Minister of Foreign Affairs, Maka Bochorishvili. The summoning of Pavel Herczynski to the meeting was related to a statement he made. We would also like to remind you that the EU Ambassador to Georgia, Pavel Herczynski, noted at the European External Action Service in Brussels, where the documentary photo exhibition “Georgia in Focus” was opened, that Georgia is no longer on the right trajectory. According to the ambassador, “the authorities have chosen an alternative, authoritarian model and are distancing Georgia from the European Union.”","For information, a meeting was held today between the EU Ambassador to Georgia, Paweł Herczyński, and the Minister of Foreign Affairs, Maka Bochorishvili. Paweł Herczyński was summoned to the meeting in connection with statements he had made. 

As a reminder, the EU Ambassador to Georgia, Paweł Herczyński, noted at the European External Action Service in Brussels—where the documentary photo exhibition ""Georgia in Focus"" was opened—that Georgia is no longer on the right trajectory. According to the Ambassador, ""the government has chosen an alternative model of authoritarianism and is distancing Georgia from the European Union.""","For your information, a meeting was held today between EU Ambassador to Georgia Pavel Herczynski and Foreign Minister Maka Bochorishvili. Pavel Herczynski was summoned to the meeting in connection with a statement he had made. It should also be recalled that the EU Ambassador to Georgia, Pavel Herczynski, said in Brussels at the European External Action Service, where the documentary photo exhibition “Georgia in Focus” was opened, that Georgia was no longer on the right trajectory. According to the ambassador, “the authorities have chosen an alternative, authoritarian model and are moving Georgia away from the European Union.”",,,
61,4,Ge Original Ipn News,11,"„საქართველო გზაგასაყარზე დგას. საქართველოს მომავალი ჯერ არ დაწერილა, მაგრამ ის, რაც მომავალ კვირებსა და თვეებში გადაწყდება, განსაზღვრავს, ეკუთვნის საქართველო ევროპული ქვეყნების ოჯახს, რომელიც დაფუძნებულია დემოკრატიაზე, კანონის უზენაესობასა და ადამიანის უფლებებზე, თუ სამწუხაროდ, თავის ბნელ წარსულს დაუბრუნდება. ჩემი მთავარი გზავნილი ქართველი ხალხის მიმართ არის „ნუ დაკარგავთ იმედის“. ჩვენ არ უნდა დავუშვათ, რომ საქართველო და შესანიშნავი, თბილი, სტუმართმოყვარე ქართველი ხალხი დაბრუნდეს ძალადობის, სამოქალაქო ომის, სიღარიბის, გაჭირვების, კორუფციის ბნელ დროში. ეს არ არის ის მომავალი, რომელსაც ისინი იმსახურებენ. როგორც კი ხელისუფლება გამოთქვამს ჩვენთან თანამშრომლობის სურვილს, ჩვენ ყველაფერს გავაკეთებთ იმისათვის, რომ დავეხმაროთ საქართველოს გახდეს ევროკავშირის წევრი“, - განაცხადა ჰერჩინსკიმ, რომლის ციტატასაც „ნეტგაზეთი“ ავრცელებს.","“Georgia is at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” Herczyński was quoted as saying by Negtazeti.","“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” said Herczynski, quoted by Netgazeti.","“Georgia stands at a crossroads. Georgia's future has not yet been written, but what is decided in the coming weeks and months will determine whether Georgia belongs to the family of European nations based on democracy, the rule of law, and human rights, or whether, unfortunately, it returns to its dark past. My main message to the Georgian people is: ‘Do not lose hope.’ We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” stated Herczynski, as quoted by *Netgazeti*.","“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries founded on democracy, the rule of law, and human rights, or whether, unfortunately, it will return to its dark past. My main message to the Georgian people is: ‘Do not lose hope.’ We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the authorities express a desire to cooperate with us, we will do everything possible to help Georgia become a member of the European Union,” said Herchinski, as quoted by Netgazeti.",,,
62,4,Metropolitan Shio,1,1tv_news4,1tv_news4,1tv_news4,**1tv_news4**,1tv_news4,,,
63,4,Metropolitan Shio,2,"მეუფე შიო მუჯირი - უფალს შეწევნისთვის თუ მივმართავთ, ჩვენი სურვილი ნამდვილი და ძლიერი თუ იქნება, ის აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს, განგვწმენდს","Metropolitan Shio: If our desire is true and sincere, the Lord will come in His grace and cleanse us","Rev. Shio Mujiri - If we turn to the Lord for help, if our desire is genuine and strong, He will surely come with His grace, correct us, and purify us.","Metropolitan Shio Mujiri - If we turn to the Lord for help, if our desire is sincere and strong, He will surely come with His grace, rectify us, and purify us.","Metropolitan Shio Mujiri - If we turn to the Lord for help, and if our desire is genuine and strong, He will surely come with His grace, correct us, and cleanse us.",,,
64,4,Metropolitan Shio,3,"16:47, 10.04.2026","17:22, 10.04.2026","16:47, 10.04.2026","16:47, 10.04.2026","16:47, 10.04.2026",,,
65,4,Metropolitan Shio,4,"უფალი ელოდება ჩვენგან, რომ ჩვენი ცოდვებით დამძიმებული, დაჭრილი სული ვაიძულოთ, მივმართოთ ხსნისა და წყალობისთვის. ჩვენი გამოსწორება, შინაგანი ცვლილება მხოლოდ ღმერთს შეუძლია. ჩვენი ძალებით ეს არ ძალგვიძს, – ამის შესახებ საპატრიარქო ტახტის მოსაყდრემ, სენაკისა და ჩხოროწყუს მიტროპოლიტმა შიომ (მუჯირი) სამების ტაძარში ქადაგებისას განაცხადა, სადაც ცოტა ხნის წინ გარდამოხსნის წესი შესრულდა.","“The Lord awaits the moment when we compel our souls, burdened and wounded by sin, to turn towards Him and seek salvation and mercy. Our correction, our inner transformation, is possible only through God. It is not within our own power to achieve it,” declared the Locum Tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), in his homily at the Holy Trinity Cathedral, where the Vespers of the Descent from the Cross had been performed shortly before.","The Lord expects us to force our souls, burdened by our sins, to turn to Him for salvation and mercy. Only God can correct us, to bring about our inner change. We cannot do this by our own strength, - said the Patriarchal Throne, Metropolitan of Senaki and Chkhorotsku Shio (Mujiri) during his sermon in the Trinity Cathedral, where the rite of conversion was recently performed.","""The Lord expects us to compel our souls, burdened and wounded by sins, to turn to Him for salvation and mercy. Only God can bring about our correction and inner transformation; we cannot achieve this through our own strength,"" stated the Locum Tenens of the Patriarchal Throne, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsqu, during his sermon at the Holy Trinity Cathedral, where the Rite of the Taking Down from the Cross (Vespers of Holy Friday) was recently performed.","The Lord expects us to compel our soul, burdened and wounded by our sins, to turn to Him for salvation and mercy. Our correction, our inner transformation, can be accomplished only by God. We are unable to do this by our own strength,” said the locum tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), during a sermon at the Holy Trinity Cathedral, where the Rite of the Deposition from the Cross was recently performed.",,,
66,4,Metropolitan Shio,5,"მეუფე შიოს თქმით, „ჩვენი სურვილი თუ ნამდვილი, ძლიერი და სერიოზულია, უფალი აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს და განგვწმენდს“.","In the words of Metropolitan Shio, “if our desire is genuine, strong, and earnest, the Lord will assuredly come in His grace, correct us, and cleanse us.”","According to Reverend Shio, ""If our desire is genuine, strong, and serious, the Lord will surely come with His grace, correct us, and purify us.""","According to Metropolitan Shio, ""if our desire is true, strong, and serious, the Lord will surely come with His grace, correct us, and cleanse us.""","According to Metropolitan Shio, “If our desire is genuine, strong, and serious, the Lord will surely come with His grace, correct us, and purify us.”",,,
67,4,Metropolitan Shio,6,"„ჩვენი ეკლესიის დიდებული და უძველესი ღვთისმსახურების მეშვეობით, რომელიც შეადგინეს დიდმა წმინდა მამებმა, ცნობილმა ჰიმნოგრაფებმა, საუკეთესო პოეტებმა, მოაზროვნეებმა, ბრძენკაცებმა, გვაქვს საშუალება, არა მხოლოდ შევიტყოთ უფალ იესო ქრისტესთან დაკავშირებული ამბები სახარებიდან, არამედ ღვთისმსახურების მეშვეობით გავხდეთ ამ ამბების მონაწილენი. ამიტომ ჩვენ დღეს გამოვაბრძანეთ წმინდა გარდამოხსნა და ყველანი ვართ მონაწილენი ამ მოვლენის.","“Through the glorious and ancient liturgy of our Church, composed by the great holy Fathers, celebrated hymnographers, the finest poets, thinkers, and wise men, we are granted not merely to learn of the events surrounding the Lord Jesus Christ from the Gospel, but to become participants in those events through the act of worship itself. And so today we have brought forth the holy Descent from the Cross, and each one of us is a participant in this mystery.","“Through the glorious and ancient liturgy of our Church, composed by the great holy fathers, famous hymnographers, the best poets, thinkers, and wise men, we have the opportunity not only to learn the news about the Lord Jesus Christ from the Gospel, but also to become participants in these news through the liturgy. Therefore, today we have ordained the Holy Transfiguration, and we are all participants in this event.","""Through the magnificent and ancient divine services of our Church—composed by the great Holy Fathers, renowned hymnographers, the finest poets, thinkers, and sages—we have the opportunity not only to learn about the events concerning the Lord Jesus Christ from the Gospel but to become participants in these events through the liturgy itself. Therefore, today we have brought forth the Holy Epitaphios, and we are all participants in this event.""","“Through the glorious and ancient worship of our Church, composed by the great holy fathers, renowned hymnographers, the finest poets, thinkers, and sages, we have the opportunity not only to learn from the Gospel the events related to the Lord Jesus Christ, but also, through the worship, to become participants in those events. Therefore, today we have brought forth the Holy Shroud, and we are all participants in this event.”",,,
68,4,Metropolitan Shio,7,"აქ შეკრებილნი არიან, შეკრებილნი ვართ არა ისინი, ვინც ცოტა ხნის წინ ყვიროდნენ – ჯვარს აცვი, ჯვარს აცვი იგი, არამედ ვინც ვეუბნებით უფალს – შეგვინდე უფალო. ჩვენ ეკლესიის მიერ ვართ განსწავლულნი, ვიცით ეკლესიის სწავლება, რომ ჩვენი ცოდვებით კვლავ და კვლავ ჯვარს ვაცვამთ უფალს, იგი მოვიდა დედამიწაზე, განკაცდა, ივნო და მოკვდა იმისთვის, რომ განგვათავისუფლოს ცოდვების ტყვეობის, ცოდვების ტვირთისგან.","Those gathered here, those who are gathered, are not those who, a short while ago, cried out: Crucify Him, crucify Him. We are those who say to the Lord: Forgive us, O Lord. The Church teaches us that through our sins we crucify the Lord again and again. He came to this earth, took on flesh, suffered, and died to free us from the bondage of sin, from the burden of sin.","Gathered here, we are not those who a short time ago were shouting – crucify him, crucify him, but those who say to the Lord – have mercy on us, Lord. We have been taught by the Church, we know the teaching of the Church that with our sins we crucify the Lord again and again, that He came to earth, became man, suffered and died in order to free us from the captivity of sins, from the burden of sins.","Those gathered here—we who are gathered—are not those who a short while ago were shouting, ""Crucify Him, crucify Him!"" but rather those who say to the Lord, ""Forgive us, Lord."" We are instructed by the Church and know its teaching: that through our sins, we crucify the Lord again and again. He came to earth, became incarnate, suffered, and died to liberate us from the captivity and the burden of sin.","Here gathered are, gathered are not those who a little while ago were crying out, “Crucify Him, crucify Him,” but those who say to the Lord, “Forgive us, O Lord.” We have been instructed by the Church; we know the teaching of the Church, that by our sins we again and again crucify the Lord. He came to earth, became incarnate, suffered, and died in order to free us from the bondage of sins, from the burden of sins.",,,
69,4,Metropolitan Shio,8,"ვინ იყო პირველი ადამიანი, ვინც უფალმა გაათავისუფლა ამ ტვირთისგან? – ერთ-ერთი ჯვარცმული ავაზაკი, გონიერი ავაზაკი, რომელმაც ისე განიცადა უდანაშაულო მაცხოვრის ტანჯვები, რომ თავისი ცოდვები აღიარა და სინანულით მიმართა მაცხოვარს ჯვარიდან. უფალიც სწორედ ამას ელოდება ჩვენგან, რომ ჩვენი ცოდვებით დამძიმებული, დაჭრილი სული ვაიძულოთ, მივმართოთ ღმერთს ხსნისა და წყალობისთვის.","Who was the first person whom the Lord set free from that burden? One of the crucified thieves, the wise thief, who was so moved by the sufferings of the innocent Saviour that he confessed his own sins and, from the Cross, turned to the Saviour in repentance. And it is precisely this that the Lord awaits from us: that we should compel our souls, burdened and wounded by sin, to turn to God and seek salvation and mercy.","Who was the first person whom the Lord freed from this burden? – One of the crucified thieves, a wise thief, who so experienced the sufferings of the innocent Savior that he confessed his sins and turned to the Savior from the cross in repentance. The Lord expects this from us, to force our souls, burdened by our sins, to turn to God for salvation and mercy.","Who was the first person whom the Lord released from this burden? – One of the crucified thieves, the Wise Thief, who felt the sufferings of the innocent Savior so deeply that he confessed his sins and turned to the Savior from the cross with repentance. This is precisely what the Lord expects from us: that we compel our wounded souls, burdened by our sins, to turn to God for salvation and mercy.","Who was the first person whom the Lord freed from this burden? — one of the crucified thieves, the wise thief, who so deeply experienced the sufferings of the innocent Savior that he acknowledged his own sins and, in repentance, turned to the Savior from the cross. The Lord likewise expects this from us: that we, with our souls burdened and wounded by our sins, compel ourselves to turn to God for salvation and mercy.",,,
70,4,Metropolitan Shio,9,"მრავალი ჩვენგანი, და ზოგიერთი წლების განმავლობაშიც კი, დამოუკიდებლად ცდილობს, რაღაც გამოასწოროს თავის სულში, თავის ცხოვრებაში ღმერთის გარეშე, თავისი ძალებით. ეს უშედეგო მცდელობაა. მხოლოდ ამპარტავნული, უგუნური მცდელობაა, რადგან ჩვენი გამოსწორება, შინაგანი ცვლილება მხოლოდ ღმერთს შეუძლია. ჩვენი ძალებით ეს არ ძალგვიძს. შეიძლება, გარეგნულად ოდნავ შევცვალოთ ჩვენი ქცევა, მაგრამ ჩვენთვის მიუღწეველია, შევიცვალოთ შინაგანად, როგორც ამბობს უფალი, რომ უჩემოდ არაფერი შეგიძლიათ.","Many of us, some for years on end, try independently to set something right within our souls, within our lives, without God, by our own strength alone. It is a futile endeavour. It is nothing but a proud and foolish attempt, for our correction, our inner transformation, is possible only through God. It is not within our own power. We may, perhaps, alter our outward behaviour in some small measure, but to change inwardly is beyond our reach, as the Lord Himself says: Without Me, ye can do nothing.","Many of us, and some even for years, try to fix something in our souls, in our lives, without God, by our own efforts. This is a futile attempt. It is only an arrogant, foolish attempt, because only God can fix us, change us internally. We cannot do this by our own efforts. We may change our behavior slightly externally, but it is impossible for us to change internally, as the Lord says, “Without Me you can do nothing.”","Many of us, some even for years, try independently to rectify something in our souls and in our lives without God, relying solely on our own strength. This is a futile effort. It is merely an arrogant and foolish endeavor, for only God can rectify us and bring about internal change. We are unable to achieve this through our own power. We may slightly alter our outward behavior, but it is beyond our reach to change inwardly, just as the Lord says: ""Without Me, you can do nothing.""","Many of us, and some even for years, try on our own to correct something in our soul, in our life, without God, by our own strength. This is a futile attempt. It is only a proud, foolish attempt, because only God can correct us and bring about inner change. By our own strength, we are unable to do this. We may be able to change our behavior outwardly a little, but it is beyond our reach to change inwardly, as the Lord says: “Without Me you can do nothing.”",,,
71,4,Metropolitan Shio,10,"ძვირფასო ძმებო და დებო, უფალს სურს ჩვენი გამოსწორება და განწმენდა. შეგახსენებთ, ერთხელ მასთან მივიდა სნეული და მიმართა, უფალო, თუ გნებავს, შეგიძლია, განმწმინდოო. რა მიუგო უფალმა? – მნებავს, განიწმინდეო. უფალს ეს სურს. დაემთხვა ადამიანისა და ღმერთის ნება და ის ადამიანი განიკურნა.","Dear brothers and sisters, the Lord desires our correction and our cleansing. Let me remind you: a sick man once came to Him and said, Lord, if Thou wilt, Thou canst make me clean. And what did the Lord answer? I will. Be thou clean. This is the Lord’s desire. The will of man and the will of God met as one, and that man was healed.","Dear brothers and sisters, the Lord wants to correct and purify us. Let us recall that once a sick man came to Him and said, “Lord, if You are willing, You can make me clean.” What did the Lord answer? “I am willing, be cleansed.” This is what the Lord wants. The will of man and God coincided, and the man was healed.","Dear brothers and sisters, the Lord desires our amendment and purification. Let me remind you, once an afflicted man came to Him and said: ""Lord, if You will, You can cleanse me."" What did the Lord reply? — ""I so will; be cleansed."" The Lord desires this. The will of man and God coincided, and that person was healed.","Dear brothers and sisters, the Lord desires our correction and purification. I would like to remind you that once a sick man came to Him and said, “Lord, if You are willing, You can cleanse me.” What did the Lord reply? — “I am willing; be cleansed.” This is what the Lord desires. The will of man and the will of God coincided, and that man was healed.",,,
