text,love,joy,anger,sadness,fear,surprise,neutral
"Работата е наред! Граматиков се свикна с мисълта, че работата е наред. Дето седне, дето стане, с когото и да се срещне, търговец било, занаятчия, селянин, все туй чуваше — че работата била наред, — иде ли в кафенето, наобиколят го приятели и бързат да му съобщават сведения от града и от селата: „О, добрутро, господин Иваница, как сте? Артък сега работата е наред.“ „О, господин Иваница, беше! Цялата околия от джеба да ти я извадя. Гледай си кефа! Работата е вече хептен наред!“ Иде ли вечер на разходка в градската градина, из всичките алеи го срещат приятели и отдалеч му правят знакове с ръце — демек беше, работата е наред...",0,0,0,0,0,0,1
"Работата наред! Но една случка, на която той биде очевидец в навечерието на изборите, му даде да разбере, че има една разлика между изборите, начертани в избирателния закон, и изборите в действителност. Тая случка със следните думи му припомни в едно писмо един негов приятел: „Законност, ред, свобода, сполуката наша... Помниш ли, помниш ли? — Джумбуш! Помниш ли нашествието на хуните в кафенето вечерта пред изборите. Помниш ли онзи „български гражданин“ с руската шапка на тила, с голите гърди, бос, със скъсани колене? Ами оногози с червените очи, по риза, гологлав, с голямата чомага в ръка? Ами влаха вън пред вратата, който в доблестното „упоение“ от патриотизъм, в дълбокото съзнание на своите свободни граждански права и длъжности, зрял, тоест узрял вече в политическа мъдрост, едвам стоеше на краката си? Помниш ли как от гърди, надути от най-благородните и човеколюбиви идеи, достойни да направят щастлив един цял мир, с език задебелял от напъна на неизразимите и възвишени мисли, които вълнуваха мозъка му, помниш ли го как декламираше за свобода и народни права, че като му извика един по-стар гражданин, който излязваше от кафенето, свободата и народните права се закачиха на гърлото му, както се закачиха и нейде в благородната душа на неговия морален съпартизанин и шеф? И тази сган, тази утайка от тинята на един див, бестиален, лишен от всяко образование и отхрана граждански слой, готова за всяка бруталност, за която аз не можех даже да помисля, че съществува в самодоволния от своята „цивилизованост“ и „европейщина“ наш град, тази безпринципна тълпа, водима от разнородни ней игноранти и безхарактерности, които нито начала имат, нито могат да имат; и тази сган, казвам, има своите представители в Народното събрание, а хилядите избиратели...“",0,0,0,0,0,0,1
"И тъй, в неделя, в деня на изборите, около седем часа сутринта Граматиков стоеше на високата веранда на къщата и с лекост, с радост поимаше утринната прохлада. Избирателният закон, оживен в неговите мечти, рисуваше му последователно разните моменти на един конституционен избор. Градският часовник, като възвести половинка с два удара на камбаната, пресече сладките мечти на кандидата и му напомни, че е време да се тръгне към избирателното място. Той се облече, взе си бастончето, но спомни, че е запретено да влиза при изборите с каквото и било оръдие, остави си бастона и тръгна... Улиците почти пусти; народът беше се вече свлякъл към училищния двор. На площада пред църквата една група приятели го посрещна с дружески приветствия:",0,0,0,0,0,0,1
"— О, господин Иваница, добрутро. Видяхме ли ги?",0,0,0,0,0,0,1
— Кого?,0,0,0,0,0,0,1
— Избирателите. Само селяни три хиляди. Раздадохме им вече бюлетини. Работата наред. Хайде сега в училището.,0,0,0,0,0,0,1
"Завиха през една тясна крива уличка и изпъкнаха около избирателното място. Наистина, цяла маса граждани и селяни мирно и тихо бръмчаха в двора и прилежащата улица. Агитаторите сновяха между тях и полуявно, полутайно раздаваха бюлетини на новопристигналите. Сам-там се чуваха възгласи, че цели години наред не са се явявали на избор.",0,0,0,0,0,0,1
"— Бре, дявол да го вземе, от осем години днес се явявам на избор.",0,0,0,0,0,0,1
— Че и аз така.,0,0,0,0,0,0,1
— И аз също.,0,0,0,0,0,0,1
Такива самопризнания се чуваха отвред.,0,0,0,0,0,0,1
"Бюрото беше вече настанено в салона на училището. Някои избиратели, както и един от кандидатите на опозицията, се навъртаха около бюрото. Изборът почна. На Граматиков се видя странно туй обстоятелство, че в съседния с училището двор, а също и в дворовете на срещната страна на улицата пъплеха множество силно въоръжени жандарми, между които сновяха двама пристави и им шепнеха някакви инструкции. „Ами нали е запретено от избирателния закон да има въоръжена сила в съседство с избирателното място! Странно!“",0,0,0,0,0,0,1
"Но не остана много място за учудване... Пред очите на Граматикова се почна, завъртя се, зашумя, забуча една такава хала от ужаси и насилия, щото той се вцепени, като треснат от гръмотевица. Ето какво се случи: неуспял още да се свести от странното впечатление, което му направи съседството на въоръжена сила около избирателното място — той видя, че при един от полицейските пристави дотърча Адамчо Кокошкарина и запъхтян, захлестен, пошепна му смутено нещо на ухото. Приставът повика един жандарм, каза му няколко думи и го изпрати. След минута се яви околийският началник. Адамчо му пошепна нещо. Околийският даде някакви заповеди на приставите; те се разтичаха и не мина много — из съседните къщи почнаха да изпъкват жандарми, които водеха след себе си коне. Яхнаха конете, околийският начело, с извадена шашка, изкомандува „напред!“ и двадесет души конни жандарми, въоръжени до зъби, се втурнаха из тясната улица, задръстена с избиратели, втурнаха се и почнаха да разкъртват с гърдите на конете живата стена. Вик, крясък, олелия, протести, команда, шашки; лъснали на слънцето, вълни от хора забушуваха назад-напред, конете се врязаха без ред в тълпата, живата стена се цепеше да им даде място; нови вълни от задните редове нахлуваха и отблъсваха със своята маса жандармите... Но оръжието надви, поколеба се живата стена. Турците избиратели почнаха един по един да изфирясват: „Не ме лязъм бана даяк еме.“ Селяните почнаха да се споглеждат. Жандармите успяха да отблъснат по-голямата част от избирателите на едно значително разстояние.",0,0,0,0,0,0,1
"Другата, съвсем малка част остана в училищния двор. Тук бяха Търновалията и Граматиков. От противоположната страна на улицата писъкът на един кларнет почна да реже въздуха, зачуха се цигулки, зачу се шум на приближающа тълпа и една дива гръмотевица разкърти околността. Ето ги: цигуларите, зад тях с молния в очите бай Ганьо Балкански, ето Гочоолу и Дочоолу, ето Петреску, внучето на Данка Харсъзина, Спиро Копоя, Топал Мустафа, ето циганите, рибарите, ето сам Данко Харсъзина... — Да живее почитаемото правителство, ураа! — извика с тънък глас Данковото внуче.",0,0,0,0,0,0,1
— Ура... ра... раааа! — изрева стоустата страшна тълпа.,0,0,0,0,0,0,1
"Тръпки побиха Граматикова. Мина му през ума 1876 година, възкръснаха пред него башибозушките орди; името на Фазлъ̀ паша се спря на устните му.",0,0,0,0,0,0,1
"Дивата орда от пияни изверги нахлу в двора на училището. Боже! Колко грубост, колко арогантност, колко тъпа свирепост в тези изпъкнали кръвясали очи, в тези бабаитски движения, в тези провокаторски погледи!... Бай Ганьо, съпровождан от свитата си, която грубо му отваряше път, възлезе по стълбите и се вмъкна в училищния салон, при бюрото. Зачу се през прозорците един шум, едно глухо ръмжене и изтласкан от нахлулата вълна, на стълбите се появи Никола Търновалията. Веднага към него се устреми като хищна птица Данковото внуче и като го сграбчи за яката, почна с пресипнал глас да си дере гърлото: „Дръжте го, той псува княза, княза попържа, дръжте го!“ Петреску и Данко Харсъзина не закъсняха. Двамата като вълци го сдавиха, емнаха го на ръце и го смъкнаха по стълбата. Бай Ганьо се вмъкна в салона, взе от председателя на бюрото някаква записка, подаде я на Данковото внуче, което се промуши между тълпата, вмъкна се в съседния двор и след една минута, когато в двора нахълтаха пеши и конни жандарми, те завариха бай Ганьовата армия притисната в едно кьоше от възмутените избиратели, които бяха останали в двора. Петреску с разкървавени гърди, със зацапани с кръв ръце и лице ревеше като най-невинен младенец. Той беше сръгал вече двама-трима избиратели и овреме успя да изпълни програмата — да се разкървави, да се покачи на един куп камъни и колкото му държи глас, да викана помощ: „Убиха ме, господин началник, щяха да ме убият, аз викам да живей княза, а те ме ръгат с ножове!“",0,0,0,0,0,0,1
"Полицията почна своята роля... „Шашки вън!“... Зазвънтяха шашките, заплющяха камшици. Зачуха се протести, заглушиха ги псувни. Полицията, спомогната от бай Ганьовата армия, задигна Никола Търновалията, задигна по-видните му другари; разфучаха се конните жандарми и изметоха двора.",0,0,0,0,0,0,1
"И Граматиков, увлечен от течението на масата, намери се на улицата. Той беше като поразен от молния! В ушите му звънтяха думите на бай Ганя, който от върха на стълбите викаше: „И ний сме били малко-много в Европа и знаем тия пущини, изборите. Аз в Белгия съм бил...“",0,0,0,0,0,0,1
"В ушите му звънтяха и думите на дяда Добри. Бедният дядо Добри! Изтласкан на улицата, ударен силно в главата, просълзен от болест ли, от гняв ли, от жалост ли, той току се обаждаше, горкият, с пресечен глас: „А бе, господин началник... ами че нали уж... туйнака, нали щяха да бъдат уж свободни... таквозинка...“ Бедният дядо Добри!...",0,0,0,0,0,0,1
След няколко дена Граматиков прочете в един от столичните вестници следующата телеграма:,0,0,0,0,0,0,1
"„София. Министър-президенту. Изборите се извършиха при абсолютна тишина и порядък. Избрани: Ганьо Балкански, Фильо Гочоолу и Танас Дочоолу, всички наши. Опозиционните кандидати се провалиха позорно. Щом се появиха избирателите с музика начело, шайката им се разбяга. Целият град тържествува. Да живее Негово Царско Височество. Ганьо Балкански“",0,0,0,0,0,0,1
"Писмото до Граматиков, за което по-горе споменахме, се свършваше с тези думи: „А народът какво ще каже, какво ще прави? Любопитен въпрос! Ти ми казваше едно време, че вярваш още в българския народ. Хайде де! Не се подигравай! В кого вярваш ти? В това ли рабско племе, което търпи всичко това? Виж го изобразен в представителите му.“",0,0,0,0,0,0,1
"Народа, в когото ти вярваш, е роб, казвам ти, роб; робуването е за него блаженство, тиранията благодеяние, роболепието геройство, презрителното хъркане отгоре — музика! И пак този народ е клет и нещастен, трижд нещастен! Бит от съдбата, осъден да страда и да тегли за други, мъчен от неприятели, а още повече от приятели и спасители, той нямаше нито една твърда точка, на която да спре погледа си, една дръжка, на която да се ослони, той е изгубил вярата в себе си и в съдбата си и е станал тъй „практичен“ и трезвен, трезвен до безчувственост. Без помощ, без съвет, съкрушен и разкъсан външно и вътрешно, ето го на, една печална, от бури разсипана останка от стари времена...",0,0,0,0,0,0,1
"Има ли кой да го съживи, да го повлече подире си? — Идеали? — Суета, вятър!...",0,0,0,0,0,0,1
